Location name,Amount spent (ZAR)
Eastern Cape,831
Free State,675
Gauteng,3722
KwaZulu-Natal,1199
Limpopo,422
Mpumalanga,473
North West,405
Northern Cape,123
Unknown,≤100
Western Cape,8862
