Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,24192,148
224451981016415,Mercedes-Benz Taiwan 台灣賓士,Mercedes-Benz Taiwan 台灣賓士,21522,30
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,19074,6
110985434861942,啟思民本基金會,啟思民本基金會,17205,7
693907914395620,良杯製所 Oolab,良杯製所 Oolab,12562,10
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),11155,42
106801464127093,目目非營利 MUVE NPO,目目非營利,6085,15
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,5091,9
177161918975981,基督教芥菜種會,基督教芥菜種會,4648,29
127628276929,天下雜誌,天下雜誌,4021,42
219315794887869,聯合報,聯合報股份有限公司,3745,17
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,3486,15
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,2750,4
211229402410278,徐弘庭,弘庭徐,2322,2
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2322,37
151776788178402,TechOrange 科技報橘,流線傳媒股份有限公司,1947,27
1921016244677218,國際橋牌社 Island Nation,國際橋牌社 Island Nation,1749,2
1649523455281990,遠山呼喚,遠山呼喚,1718,3
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1716,28
1855418728011324,鏡週刊,鏡週刊,1698,2
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,1671,2
211730475524462,大陸委員會,大陸委員會,1645,4
1436850183290438,One-Forty,One-Forty,1500,6
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1475,4
850754301947812,鏡新聞,鏡新聞,1419,3
727855827262810,林家興 Alfred Lin,Project Coup Studio,1413,1
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1393,4
110699089014688,三立新聞,三立新聞,1312,4
1680942122167263,Schneider Electric,品瑄 黃,1263,4
706267162753971,陳明達,明達陳,1250,2
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,1238,1
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1178,31
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,1149,3
126535244622269,台北市議員 李柏毅,李柏毅,1148,1
194832457212,天下文化,天下文化,1122,3
285691048228640,新北市議員 劉哲彰,怡文 王,1113,2
1751961571765479,CSR在天下,偉倫 高,1095,2
848545415232839,新北i環保,新北i環保,1046,6
117437684611270,桃園有議事・民進黨議會黨團,民主進步黨桃園市議會黨團,970,1
104624290080479,張育美,翊斌黃,965,4
628210660663641,自由時報地產天下,自由時報地產天下,951,2
101718182459153,天秤座戰士,Companionship Digital,913,4
248954465174600,TOYOTA Taiwan,TOYOTA Taiwan,882,3
164483516927300,張景嵐,張景嵐,860,3
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,856,4
110647840532680,Merge Mayor,These ads ran without a disclaimer,818,3
