Location name,Amount spent (VND)
An Giang Province,73015
Bà Rịa–Vũng Tàu Province,74209
Bình Dương Province,191975
Bình Phước Province,49653
Bình Thuận Province,54756
Bình Định Province,26701
Bạc Liêu Province,49300
Bắc Giang Province,46982
Bắc Kạn Province,11279
Bắc Ninh Province,87328
Bến Tre Province,56418
Cao Bằng Province,97492
Cà Mau Province,78777
Cần Thơ,74296
Da Nang,32371
Gia Lai Province,21544
Haiphong,62541
Ho Chi Minh City,710965
Hà Giang Province,13978
Hà Nam Province,16252
Hà Tĩnh Province,37699
Hòa Bình Province,18841
Hưng Yên Province,27345
Hải Dương Province,45856
Hậu Giang Province,39490
Khánh Hòa Province,47637
Kiên Giang Province,135408
Kon Tum Province,12839
Lai Châu Province,5268
Long An Province,72314
Lào Cai Province,22628
Lâm Đồng Province,34676
Lạng Sơn Province,25078
Nam Định Province,29339
Nghệ An Province,100544
Ninh Bình Province,18639
Ninh Thuận Province,23939
Phú Thọ Province,43970
Phú Yên Province,14519
Quảng Bình Province,19467
Quảng Nam Province,36277
Quảng Ngãi Province,25629
Quảng Ninh Province,41052
Quảng Trị Province,12757
Sóc Trăng Province,103137
Sơn La Province,16310
Thanh Hóa Province,79407
Thái Bình Province,80266
Thái Nguyên Province,99334
Thừa Thiên–Huế Province,34602
Tiền Giang Province,65976
Trà Vinh Province,41416
Tuyên Quang Province,19166
Tây Ninh Province,65754
Vĩnh Long Province,44286
Vĩnh Phúc Province,28464
Yên Bái Province,24926
Điện Biên Province,16299
Đắk Lắk Province,126161
Đắk Nông Province,22812
Đồng Nai Province,169224
Đồng Tháp Province,57373
