Location name,Amount spent (CAD)
Alberta,72627
British Columbia,9476
Manitoba,5162
New Brunswick,942
Newfoundland and Labrador,867
Northwest Territories,≤100
Nova Scotia,1364
Nunavut,≤100
Ontario,31847
Prince Edward Island,319
Quebec,15196
Saskatchewan,2605
Unknown,≤100
Yukon,110
