Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,47262,10
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,12603,2
116586928363474,Borgarleikhúsið,Borgarleikhúsið,8035,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,4479,3
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,4109,1
152804904889,Samfylkingin,Samfylkingin,3279,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,2633,3
1434262256802295,Borgarbyggð,Borgarbyggð,2518,1
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,2505,6
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,2277,3
137524753533383,Miðflokkurinn,Miðflokkurinn,2194,2
105986171646268,Diljá Mist,Diljá Einarsdóttir,1684,1
106979180938014,Samstöðin,Samstöðin ehf,1585,2
626846780726124,Viðreisn,Viðreisn,1454,3
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,1132,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,986,3
154893001218870,ADHD samtökin,ADHD samtökin,881,2
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,770,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,546,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,167,1
114414808235140,BSCKll - Nguyễn Hồng Siêm,These ads ran without a disclaimer,≤100,1
459236951079140,Lab of tomorrow,These ads ran without a disclaimer,≤100,1
2066178160274531,Rosita Real Foods,These ads ran without a disclaimer,≤100,1
113640768294556,akopovteam_,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
104637025890961,New24,These ads ran without a disclaimer,≤100,1
15713980389,MTV UK,These ads ran without a disclaimer,≤100,1
116965184334608,Campaigns for Humanity,These ads ran without a disclaimer,≤100,1
102497746096944,WiN FUND,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
340577086006224,CRI German,These ads ran without a disclaimer,≤100,1
216311481960,Bill Gates,These ads ran without a disclaimer,≤100,4
223085324391268,ADC Memorial,These ads ran without a disclaimer,≤100,1
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100,3
103438711696898,Angelo Caltagirone - Meridiano Music,These ads ran without a disclaimer,≤100,2
243972812353181,Соціологічна група Рейтинг,These ads ran without a disclaimer,≤100,1
