Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
7214031395,Oxfam Great Britain,Oxfam Great Britain,3169,56
102639461303190,Fair Pay For All,Fair Pay For All,3011,134
158077247591710,Refuge,Refuge,1995,143
7715002593,UNICEF UK,Unicef UK,1899,20
311627208673,WWF UK,WWF UK,1873,51
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1781,35
35671512696,World Animal Protection UK,World Animal Protection UK,1699,78
1721275931466984,The Reclaim Party,The Reclaim Party,1665,18
9250349228,Greenpeace UK,Greenpeace UK,1565,9
186622728032,RSPB,RSPB,1341,102
10677003998,Shelter,Shelter,1306,222
7043497714,Christian Aid,Christian Aid,1211,30
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1192,9
407834355957354,NatWest Business,NatWest Group plc,1182,12
799576543492660,The Week Junior,The Week Junior,1071,68
101958682650112,ESG UK,Energy Saving Grants,1032,108
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,1016,26
121936349543,World Vision UK,World Vision UK,942,55
117476785190,Save the Children UK,Save the Children UK,870,45
7527864602,WaterAid UK,WaterAid UK,864,77
969316546484584,Faye Purbrick,The Conservative Party,851,8
6233536938,War Child UK,War Child UK,752,5
45986010500,Barnardo's,Barnardo's,731,20
13047522725,Crimestoppers,Crimestoppers,709,74
569834799727730,National Grid UK,National Grid UK,697,63
167898406587045,Holiday Extras,Holiday Extras,671,2
111451695317787,Steve Tuckwell - The Local Choice,The Conservative Party,568,3
474613052643462,London Labour Party,The Labour Party,554,18
693990677314288,Royal London,Royal London,552,6
177855115588808,The Week UK,The Week UK,539,27
212038972186253,Transport for London,Transport for London,509,4
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,502,13
220543443746,International Rescue Committee - UK,International Rescue Committee UK,492,25
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,489,13
175338329150218,Help For Heroes,Help for Heroes,441,62
139695000173,Good Energy UK,Good Energy,418,96
104255571968810,Save My Vape,Save My Vape,415,53
104768005247443,Say No To WHO,Say no to WHO,413,12
353224381469808,ifaw,IFAW,394,23
145720895488822,Back Up,Back-Up Trust,388,15
208573062515662,Freedom from Torture,Freedom from Torture,382,12
59367068326,The Ramblers,The Ramblers,377,8
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,370,31
195754307110390,Right To Life UK,Right To Life UK,354,24
40409120801,Refugee Council,Refugee Council,342,13
2047806148766050,Animal Equality UK,Animal Equality UK,336,5
112712550420527,Ekō UK,Ekō,324,2
841894835830532,Electoral Commission UK,Electoral Commission UK,319,3
274651352565844,Oltco Ltd,Oltco Ltd,316,142
358706239805,Scope,Scope,307,8
111692181958132,Keir Mather for Selby and Ainsty,The Labour Party,298,27
112712550420527,Ekō UK,SumOfUs,297,1
933322913362463,Selby & District Green Party,Selby & District Green Party,293,14
103662352102391,Family Debt Help,Family Debt Help,287,6
47612991154,Dignity in Dying,Dignity in Dying,262,33
220513170893,Ripple Effect,Send a Cow,245,10
249209468838241,Good Law Project,Good Law Project,242,100
246872175166,Action Against Hunger UK,Action Against Hunger UK,233,89
7624294394,Amnesty International UK,Amnesty International UK,232,11
135456716565905,Guardian Jobs,Guardian Jobs,232,24
107368022275274,UK Business and Trade,These ads ran without a disclaimer,225,1
97708339756,Action for Children,Action for Children,219,10
802671466445707,Product Earth,Product Earth,217,18
1660600037490738,Guardian Labs,Guardian Labs,211,16
116851005026898,London Gatwick,Gatwick Airport Ltd,207,10
102093205997581,Danny Beales for Uxbridge & South Ruislip,London Labour Party,203,16
127031794038958,Blue Marine Foundation,Blue Marine Foundation,200,93
104487412566017,Green_Energy_Assist,Green_Energy_Assist,198,2
2558329857727118,Families In Debt,Families in debt,198,3
110900782398984,Hillingdon Liberal Democrats,Hillingdon Liberal Democrats,192,1
18933990398,Stonewall,Stonewall UK,192,43
112845639376,Refugee Action,Refugee Action,192,48
143837658998810,WWT,Wildfowl and Wetlands Trust,189,2
97116898596,Sightsavers,Sightsavers,187,28
169042736456594,All Out,All Out,186,29
10114144851,NSPCC,NSPCC,184,6
290498754454402,European Movement UK,European Movement UK,180,1
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,172,8
101558386889,Shelter Scotland,Shelter Scotland,170,70
110538548040758,Care2 UK,John Ayling & Associates,170,15
346684596111093,KinKind,KinKind Ltd,167,18
1046117708754519,Care4Calais,Care4Calais,162,33
112062847102147,Kanda,Kanda Consulting,156,7
1634484040190637,VERSUS,VERSUS,154,2
18168505158,The Woodland Trust,Woodland Trust,152,9
22827312848,CPRE The countryside charity,Campaign to Protect Rural England,151,12
19895907944,CAFOD,CAFOD,146,13
490007667679401,Hugh James,Hugh James,138,2
323967924444168,YesCymru,YesCymru,137,17
118218497982632,Alliance of British Drivers Campaign,Alliance of British Driver,134,1
25040545213,Contact - For families with disabled children,Contact,131,45
46074836918,The Trussell Trust,Trussell Trust,131,1
10986039307,VSO,VSO,130,15
89151782746,Fauna & Flora,Fauna & Flora International,129,104
18044497940,Plan International UK,Plan International UK,127,15
1591920221104299,More Than A Score,National Education Union,126,4
1586251881644270,Keir Starmer,The Labour Party,123,184
25749647410,The Labour Party,The Labour Party,121,212
547761111920012,Anglian Water - Love Every Drop,Anglian Water,120,8
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,116,71
9695206314,Sustrans,Sustrans,114,12
238394282845251,The Big Issue,The Big Issue,114,1
453624597990055,The Separated Child Foundation,The Separated Child Foundation,113,5
111078632033449,Andrew Gray - Independent MP Candidate for Selby and Ainsty,Andrew Gray,112,10
1863944713844924,Best For Britain,Best for Britain,109,8
159969930741814,The Wildlife Trusts,The Wildlife Trusts,108,7
127823347291536,Hayward Gallery at Southbank Centre,Hayward Gallery at Southbank Centre,108,17
114651147002520,SSE Energy Solutions,SSE,104,11
228393814606663,West of England Combined Authority,West of England Combined Authority,101,3
19110072263,FOUR PAWS,FOUR PAWS GB,≤100,6
39195572726,Republic,Republic,≤100,13
6707857033,Global Justice Now,Global Justice Now,≤100,11
63451405593,NFU Online,NFU Online,≤100,1
107458721218674,ADF UK,ADF UK,≤100,12
268801635305,Breast Cancer Now,Breast Cancer Now,≤100,6
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,≤100,3
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100,32
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,≤100,25
34044296391,Surfers Against Sewage,Surfers Against Sewage,≤100,1
394936823930287,Age International,Age International,≤100,4
265565040237871,USPG,USPG,≤100,12
103835971750,Orbis UK,Orbis UK,≤100,26
372562307265,Ripple Africa,RIPPLE Africa,≤100,10
21019330647,Environmental Investigation Agency,Environmental Investigation Agency,≤100,2
96128889770,RNIB,RNIB,≤100,1
8555757947,Tearfund,Tearfund,≤100,10
111339325988454,The Coders Guild,The Coders Guild,≤100,12
314545075249245,Glasgow City Council,Spiritmedia Ltd.,≤100,1
388650307829032,Rachel Reeves,Rachel Reeves,≤100,14
407402162736656,Labour East,The Labour Party,≤100,14
1061681237231403,Seabright Live,Seabright Productions Ltd,≤100,3
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,≤100,3
317158175535179,BitLife,These ads ran without a disclaimer,≤100,1
131712588824,Tony Blair Institute for Global Change,Tony Blair Institute for Global Change,≤100,1
111503161740182,AGBI,AGBI,≤100,8
18366996074,War on Want,War on Want,≤100,11
108995912015327,Energy Advice London,Energy Advice London,≤100,14
118763394581348,Claire Holmes - Conservative Candidate for Selby and Ainsty,The Conservative Party,≤100,4
1555488738015639,Somerton & Frome Green Party,Somerton and Frome Green Party,≤100,5
601388547012748,Ecologi,Ecologi,≤100,29
6366026879,Dogs Trust,Dogs Trust,≤100,4
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",≤100,17
112672561875448,Info Navigator,These ads ran without a disclaimer,≤100,1
6406164817,Viva!,Viva! Vegan Charity,≤100,6
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100,19
332342972847,SCIAF,SCIAF,≤100,1
114638254849987,Angus MacDonald Highland Liberal Democrats,Highland Liberal Democrats,≤100,1
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,≤100,2
705825476138789,Hubbub,Hubbub,≤100,1
7950759473,Cancer Research UK,Cancer Research UK,≤100,5
5883973269,Liberal Democrats,"and promoted by the Liberal Democrats, 1 Vincent Square, London, SW1P 2PN.",≤100,7
123300991051802,ActionAid,ActionAid International,≤100,2
2352224541726783,Cancard,Cancard,≤100,6
1738524969810037,Mission India UK,Mission India UK,≤100,6
149788688380085,Bromley Council,These ads ran without a disclaimer,≤100,1
23958741368,Southbank Centre,Southbank Centre,≤100,5
101232925799539,Men's Alliance England,Mens Alliance (NI),≤100,2
534501720220577,Transform Trade,Transform Trade,≤100,2
37981137361,The Children's Society,The Children's Society,≤100,2
112201298348662,Health Equals,Health Equals,≤100,41
343799790144509,River Action UK,River Action UK,≤100,3
100611055457322,Ben Taylor for Croydon South,Ben Taylor,≤100,3
1626877920864508,Vodafone Foundation,Vodafone Foundation,≤100,8
