Location name,Amount spent (TWD)
Changhua,8837
Chiayi,4675
Hsinchu,3907
Hsinchu City,6652
Hualien,3190
Kaohsiung,31933
Keelung City,3466
Kinmen,493
Lienchiang,≤100
Miaoli,4355
Nantou,4867
New Taipei City,45608
Penghu,705
Pingtung,6243
Taichung,37592
Tainan,20427
Taipei,35853
Taitung,2527
Taoyuan City,27635
Unknown,8232
Yilan,3082
Yunlin,7250
