Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,21872,156
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,19093,4
693907914395620,良杯製所 Oolab,良杯製所 Oolab,12654,9
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,12616,22
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),10804,26
820612794778213,渣打銀行 Taiwan,渣打國際商業銀行,8305,2
106801464127093,目目非營利 MUVE NPO,目目非營利,6919,14
177161918975981,基督教芥菜種會,基督教芥菜種會,6080,21
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,5824,1
157215971120682,台北運動吧,台北運動吧,5368,4
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,3832,3
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,3538,15
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,3406,2
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,2887,3
211730475524462,大陸委員會,大陸委員會,2850,5
569626243213799,生鮮時書,生鮮時書,2602,5
194832457212,天下文化,天下文化,2585,3
748193915263885,羅廷瑋,大銘阮,2561,18
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2429,33
286487218798,遠見雜誌,遠見雜誌,2426,4
246517878713911,劉家昌,勇勳沈,2161,2
436843193180529,Unipapa,Unipapa,2045,15
1649523455281990,遠山呼喚,遠山呼喚,1789,3
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1750,28
101297638763256,識媒體,識媒體,1745,3
219315794887869,聯合報,聯合報股份有限公司,1702,9
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1645,17
1436850183290438,One-Forty,One-Forty,1585,2
189061482332,張嘉郡,嘉郡張,1579,6
103219708815173,蕭立妍,Li Yen Hsiao,1531,2
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1511,4
185265471538397,余宛如,余宛如,1456,4
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1432,4
1921016244677218,國際橋牌社 Island Nation,國際橋牌社 Island Nation,1231,1
151776788178402,TechOrange 科技報橘,流線傳媒股份有限公司,1207,3
106265361106594,海鼎離岸風電計畫 Formosa III,品典周,1190,1
850754301947812,鏡新聞,鏡新聞,1160,2
171464500113435,MKStudio,MKStudio,1105,9
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,1070,1
132727540081371,立法委員賴惠員,立法委員賴惠員,1055,1
235679595900,民視新聞,民視新聞,1053,7
572641856277844,義竹鄉公所,義竹鄉公所,1052,1
104624290080479,張育美,翊斌黃,1016,5
100971679482122,2222-《未來選擇地》,2222,933,3
158025223269,今周刊,今周刊,930,2
628210660663641,自由時報地產天下,自由時報地產天下,909,2
420900021820330,何欣純,欣純 何,870,2
1629474157289221,小牛頓,小牛頓科學教育有限公司,851,7
823788047675556,Call of War,These ads ran without a disclaimer,842,2
