Location name,Amount spent (NZD)
Auckland Region,7739
Bay of Plenty Region,1397
Canterbury,2475
Cook Islands,≤100
Gisborne District,254
Hawke's Bay,963
Manawatu-Wanganui,1146
Marlborough Region,197
Nelson Province,341
Northland Region,882
Otago,943
Southland,398
Taranaki,506
Tasman District,195
Unknown,≤100
Waikato,1791
Wellington Region,2007
West Coast,138
