Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,16796438,9
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,10454247,9
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,5688724,52
102793242742002,Jaksapedia,JAKSAPEDIA,3576363,34
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,3417814,32
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,2082807,30
101971245965029,Siap Kawal Polri,Kawal Polri,1849728,34
105818752347206,Teman Airlangga Hartarto,Teman Airlangga Hartarto,1770032,16
104054595928021,Bakti Untuk Rakyat,Fahmi Husaini Sanum,1129728,2
197545083607941,Harian Kompas,Harian Kompas,1035323,41
102317908914727,Climate Justice Indonesia,Climate Justice Indonesia,884114,8
104830667806476,Melihat Indonesia,Melihat Indonesia,643328,44
104427162506872,Fakta Anies,Fakta Anies,634460,27
100246718451350,Pekalongan Raya ID,Ganjar Nusantara Indonesia,572576,1
104708079203574,Airlangga Hartarto 2024,Yayasan Infobox,520740,3
217841272115804,Kabar Golkar,Yayasan Kabar Golkar,496162,38
111864151754055,Esensi TV,Esensi Tv,494163,10
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,493361,24
103290336009963,Akbar Faizal Uncensored,Yayasan Infobox,493185,24
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,485463,14
101284185918970,Rumah Kita Riau,Ganjar Nusantara Indonesia,442639,4
1854187061497992,Jogja Dukung Ganjar,Ganjar Nusantara Indonesia,427092,4
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,417850,2
112121101796090,Opini 2024,Juniar Dwi Harianto,412791,24
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,379843,9
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,352081,4
397612604060624,ilham mendrofa,ilham mendrofa,346832,3
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,330827,30
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,324356,11
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,298778,37
104622532469179,Populis,Populis,292524,6
101552865962561,GP Oku Raya,Ganjar Nusantara Indonesia,274098,4
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,273882,4
106681168697547,Rumah kita sulsel,Ganjar Nusantara Indonesia,273129,4
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,258400,4
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,256207,4
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,255801,2
101053572540830,Sahabat Inspirasi,Ganjar Nusantara Indonesia,245874,3
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,236959,24
104217932476562,Ali Badrudin,Aditya Rachmat Pamungkas,221772,7
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,213051,6
101897212629526,Suasana jogjakarta,Ganjar Nusantara Indonesia,201534,2
102342702575723,Lentera bangkalan,Ganjar Nusantara Indonesia,200485,2
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,197342,12
1025300124169519,Mitsubishi Motors,These ads ran without a disclaimer,183700,1
101013849386195,Tema Bantul,Ganjar Nusantara Indonesia,182543,3
292939164731691,Relawan Herviano,Relawan Herviano,179922,12
