Location name,Amount spent (VND)
An Giang Province,45272
Bà Rịa–Vũng Tàu Province,128278
Bình Dương Province,186412
Bình Phước Province,70150
Bình Thuận Province,52754
Bình Định Province,85968
Bạc Liêu Province,15056
Bắc Giang Province,286844
Bắc Kạn Province,52204
Bắc Ninh Province,185555
Bến Tre Province,84550
Cao Bằng Province,33383
Cà Mau Province,58941
Cần Thơ,74397
Da Nang,100027
Gia Lai Province,60999
Haiphong,245111
Ho Chi Minh City,1690174
Hà Giang Province,48909
Hà Nam Province,123386
Hà Tĩnh Province,193250
Hòa Bình Province,95286
Hưng Yên Province,138264
Hải Dương Province,228782
Hậu Giang Province,17786
Khánh Hòa Province,168333
Kiên Giang Province,56733
Kon Tum Province,9379
Lai Châu Province,5273
Long An Province,96302
Lào Cai Province,44346
Lâm Đồng Province,104618
Lạng Sơn Province,80607
Nam Định Province,181101
Nghệ An Province,337370
Ninh Bình Province,100030
Ninh Thuận Province,23150
Phú Thọ Province,162158
Phú Yên Province,50907
Quảng Bình Province,105392
Quảng Nam Province,100475
Quảng Ngãi Province,150500
Quảng Ninh Province,162309
Quảng Trị Province,39555
Sóc Trăng Province,36479
Sơn La Province,75312
Thanh Hóa Province,387800
Thái Bình Province,225229
Thái Nguyên Province,219302
Thừa Thiên–Huế Province,68969
Tiền Giang Province,53555
Trà Vinh Province,39824
Tuyên Quang Province,102444
Tây Ninh Province,65849
Vĩnh Long Province,38731
Vĩnh Phúc Province,142999
Yên Bái Province,108242
Điện Biên Province,39673
Đắk Lắk Province,143505
Đắk Nông Province,42015
Đồng Nai Province,278250
Đồng Tháp Province,49037
