Location name,Amount spent (PKR)
Azad Kashmir,1284
Balochistan,2770
Federally Administered Tribal Areas,242
Gilgit-Baltistan,931
Islamabad Capital Territory,2439
Khyber Pakhtunkhwa,14404
Punjab,29022
Sindh,46783
Unknown,≤100
