Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,374
Bicol Region,1754
Cagayan Valley,2356
Calabarzon,7568
Caraga,771
Central Luzon,5270
Central Visayas,2768
Cordillera Administrative Region,706
Davao Region,1606
Eastern Visayas,2206
Ilocos Region,1796
Metro Manila,7570
Mimaropa,2147
Northern Mindanao,3731
Soccsksargen,1322
Unknown,≤100
Western Visayas,2977
Zamboanga Peninsula,1047
