Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
301774903545521,Brasil Paralelo,Brasil Paralelo,54214,121
165500080198037,"Mulher, Família e Direitos Humanos",These ads ran without a disclaimer,24121,7
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,12818,324
165500080198037,"Mulher, Família e Direitos Humanos","Ministério da Mulher, da Família e dos Direitos Humanos",10808,14
141627992572943,Budweiser,Ambev,9323,4
286861344662855,Stella Artois,Ambev,9312,120
159103797542,Greenpeace Brasil,Greenpeace Brasil,8595,207
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,7108,150
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,5721,98
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",5706,13
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,4714,27
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,3991,38
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,3832,40
109918909035681,Cerveja Brahma Oficial,Ambev,3731,3
151461171594566,Oi,DREAMERS ROCK - RJ,3317,1
1488853891429349,Heineken,GRUPO HEINEKEN,3302,2
255804437808407,Vale,Gustavo Ferreira,3037,2
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,2063,111
2109548659331951,Cursinho da Glória,Cursinho da Glória Eireli ME,2017,156
658891374205847,Prefeitura de Maringá,Prefeitura de Maringá,1905,18
165175370206522,Citi Brasil,Citi Brasil,1886,3
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,1883,24
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,1754,3
330379553673497,Oxfam Brasil,Oxfam Brasil,1604,144
240507466374717,"ACNUR, a Agência da ONU para Refugiados",Alto Comissariado das Nações Unidas para Refugiados,1589,5
101189854802059,Revista Oeste,Revista Oeste,1537,11
209716942411045,Governo do Distrito Federal - GDF,Governo do Distrito Federal,1466,6
101349122508290,Dr Sanquetta,These ads ran without a disclaimer,1313,3
235877449765187,Fundação FEAC,Fundação FEAC,1220,8
197698930267127,Alana,Instituto Alana,1169,131
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",1120,63
105527742878890,Prefeitura do Recife,Prefeitura do Recife,1023,16
258088921369,TOTVS,TOTVS,1009,7
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,1006,16
373178502706775,Colégio Marista Rosário,Colégio Marista Rosário,999,6
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,990,32
359119967506808,Colégio Marista João Paulo II,Colégio Marista João Paulo II,940,2
1690348801253854,Amigão D'orto,eleicao suplementar humberto d orto neto prefeito,926,18
104088705327627,Destaques Digitais,Talquimy Comunicação LTDA,826,21
104738421003389,InvestNews BR,Easynvest,806,25
218908215124901,"Coalizão Brasil Clima, Florestas e Agricultura","Instituto de Apoio à Coalizão Brasil Clima, Florestas e Agricultura",801,5
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,750,20
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",723,5
520803328039440,Recicla Sampa,Eco Urbis e Loga,720,52
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,707,9
348704312899125,foconofato,FOCO NO FATO,693,20
113165042099382,Brasil 61,Brasil 61,685,23
