Page ID,Page name,Disclaimer,Amount spent (BSD),Number of ads in Library
420343971503989,Comfort House Ministries International,These ads ran without a disclaimer,≤100,1
338707340769202,Falstaff International,These ads ran without a disclaimer,≤100,1
241664783089008,Xin,These ads ran without a disclaimer,≤100,1
