Location name,Amount spent (CAD)
Alberta,18590
British Columbia,6464
Manitoba,3717
New Brunswick,1240
Newfoundland and Labrador,1069
Northwest Territories,128
Nova Scotia,1521
Nunavut,≤100
Ontario,17983
Prince Edward Island,313
Quebec,11960
Saskatchewan,2273
Unknown,≤100
Yukon,≤100
