Location name,Amount spent (AUD)
Australian Capital Territory,1032
Jervis Bay Territory,≤100
New South Wales,59455
Norfolk Island,≤100
Northern Territory,460
Queensland,11605
South Australia,3998
Tasmania,2004
Unknown,≤100
Victoria,13523
Western Australia,6037
