Location name,Amount spent (ARS)
Buenos Aires,19173447
Catamarca,667461
Chaco,427211
Chubut,3297033
Ciudad Autónoma de Buenos Aires,4156657
Corrientes,568115
Córdoba,5773791
Entre Rios,1725346
Formosa,253422
Jujuy,425223
La Pampa,241043
La Rioja,384828
Mendoza,458247
Misiones,348878
Neuquén,266062
Río Negro,332012
Salta,454302
San Juan,349583
San Luis,263222
Santa Cruz,616750
Santa Fe,1951861
Santiago del Estero,345068
Tierra del Fuego,249925
Tucuman,522710
Unknown,579
