Location name,Amount spent (CAD)
Alberta,9728
British Columbia,15291
Manitoba,2282
New Brunswick,1229
Newfoundland and Labrador,368
Northwest Territories,≤100
Nova Scotia,1183
Nunavut,≤100
Ontario,23745
Prince Edward Island,138
Quebec,11902
Saskatchewan,1823
Unknown,≤100
Yukon,155
