Location name,Amount spent (CHF)
Aargau,427
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,336
Basel-Landschaft,165
Bern,631
Canton of Geneva,539
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,283
Fribourg,225
Graubünden,114
Jura,≤100
Luzern,935
Neuchâtel,135
Schaffhausen,≤100
Schwyz,≤100
Solothurn,149
Thurgau,296
Ticino,229
Unknown,≤100
Uri,≤100
Valais,281
Vaud,565
Zug,≤100
Zürich,1072
