Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
112759588312679,cesaralmeida2024,an advertiser in Venezuela,11500000,8
110530401611698,real.termometronacional,an advertiser in Venezuela,6449952,2
1387178681545505,Concejo Municipal de Junin,an advertiser in Venezuela,6000000,1
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,5500000,1
106718764251730,José Jhonatan Mujica Acosta,an advertiser in Venezuela,1000000,2
342910153967,Upata al Día TV,an advertiser in Venezuela,250000,1
304247300393,Juan Pablo Guanipa,an advertiser in Venezuela,250000,1
1900502890185321,MMA Fighter,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,4
11449543593,Carlos Ocariz,These ads ran without a disclaimer,≤100,1
135799599823455,Arboricultural Association,These ads ran without a disclaimer,≤100,2
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,2
319739671441859,Floripa Mil Grau,These ads ran without a disclaimer,≤100,1
1529558890701408,Psicologa Integral,These ads ran without a disclaimer,≤100,1
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
101769325674257,naseartsconsortium,These ads ran without a disclaimer,≤100,1
103828774348425,SU THaT DHTC,These ads ran without a disclaimer,≤100,1
595292227605881,Multiversorealty,These ads ran without a disclaimer,≤100,1
