Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,566889
Apure,251897
Aragua,5267438
Barinas,250000
Bolívar (state),767438
Capital District,945541
Carabobo,15019334
Cojedes,≤100
Delta Amacuro,35000
Falcón,250000
Guárico,207497
Lara,1040252
Miranda (state),250000
Monagas,253793
Mérida,593589
Nueva Esparta,250000
Portuguesa,250000
Sucre,209997
Trujillo,250000
Táchira,32500000
Vargas,≤100
Yaracuy,250000
Zulia,2310655
