Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1188
Bicol Region,13306
Cagayan Valley,4229
Calabarzon,26238
Caraga,3816
Central Luzon,15456
Central Visayas,7358
Cordillera Administrative Region,2400
Davao Region,8920
Eastern Visayas,3976
Ilocos Region,7721
Metro Manila,57134
Mimaropa,3335
Northern Mindanao,5438
Soccsksargen,4546
Unknown,≤100
Western Visayas,7685
Zamboanga Peninsula,3537
