Location name,Amount spent (TRY)
Adana Province,698
Adıyaman Province,≤100
Afyonkarahisar Province,642
Aksaray Province,107
Amasya Province,140
Ankara Province,1622
Antalya Province,1522
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,392
Ağrı Province,≤100
Balıkesir Province,557
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,559
Denizli Province,356
Diyarbakır Province,110
Düzce Province,110
Edirne Province,357
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,215
Eskişehir Province,280
Gaziantep Province,232
Giresun Province,4099
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,314
Isparta Province,167
Istanbul Province,10027
Iğdır Province,≤100
Kahramanmaraş Province,178
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,241
Kilis Province,≤100
Kocaeli Province,640
Konya Province,331
Kütahya Province,130
Kırklareli Province,231
Kırıkkale Province,127
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,363
Mardin Province,≤100
Mersin Province,384
Muğla Province,215
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,5694
Osmaniye Province,401
Rize Province,≤100
Sakarya Province,105
Samsun Province,556
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,949
Tokat Province,570
Trabzon Province,7184
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,109
Zonguldak Province,≤100
Çanakkale Province,439
Çankırı Province,≤100
Çorum Province,127
İzmir Province,893
Şanlıurfa Province,192
Şırnak Province,≤100
