Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
135843375926,UNICEF Norge,UNICEF Norge,10341,18
234659001772,Arbeiderpartiet,Arbeiderpartiet,9405,7
371106536283235,DAG OG TID,Dag og Tid AS,5285,2
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,5149,36
10953652930,Høyre,Høyre,3078,22
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,1959,5
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,1569,30
54779960819,United Nations,United Nations with Facebook Ad Credits,1521,4
20468812735,LO,LO,1400,17
1514635018793437,Nordmørslista,Nordmørslista,1358,3
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,943,1
308513566502014,Sammen for Bamble,Sammen for Bamble,879,3
104643995545164,Folkestyret,FOLKESTYRET,814,18
108203984145752,Kruse Larsen,Kruse Larsen,806,6
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,783,4
126448980866214,Klassekampen,Klassekampen,750,1
132368899297,Framtiden i våre hender,Framtiden i våre hender,652,16
10254410675,Venstre,Venstre,641,8
1016410645059664,Mathias Bernander,Kristiansand Høyre,555,1
1663819643914700,FrPs sametingsgruppe,Arthur Tørfoss,539,1
141589002521022,Oslo Høyre,Oslo Høyre,467,4
536745556722065,Lillestrøm FrP,Lillestrøm FrP,463,4
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,453,1
156545564365962,Stavanger Arbeiderparti,Stavanger Arbeiderparti,414,1
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,369,8
156202914404133,Minerva,Mediehuset Minerva,347,2
1868527676696422,Pasientskadeforeningen,Pasientskadeforeningen,318,2
201881833288298,Pårørendesenteret,Pårørendesenteret,272,33
171368929594037,Vestland Høgre,Vestland Høgre,261,2
63069821771,Naturviterne,Naturviterne - Fagforening med hjerte for bærekraft,258,3
119878348024795,ULOBA,Uloba - Independent Living Norge,248,22
1430303507191895,Stange FrP,Jan Cato Berg Emilsen,232,1
105939782037295,Altinget.no,Altinget AS,229,4
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,228,2
111322125898812,Filter Nyheter,Filter Nyheter,228,4
329095637110085,FRANTZ AS,Frantz as,210,3
2398568533531114,Velferdsmiks,NHO Geneo,205,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,198,2
1281475135310961,Sissel Knutsen Hegdal - ordførerkandidat Høyre,Sissel Knutsen Hegdal,191,1
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,186,2
139808122732007,Sola Høyre,Sola Høyre,174,1
34448777123,Haugesund Venstre,Bjørn Gunnar Husby,167,2
102203325950193,Ingvild Lemme Kristiansen,Stendi,155,5
120374971332864,Kagge Forlag,Kagge Forlag,147,1
103077389814473,Kristiansand SV,Andreas Landmark,140,2
173739506066242,LO Internasjonalt,LO,140,9
478648542153796,Creo - forbundet for kunst og kultur,These ads ran without a disclaimer,135,1
264422453584069,Naturviterne student,Naturviterne student,133,1
21967399403,Cappelen Damm,Cappelen Damm,131,3
106716332332281,Njål Vigleik Grene-Johnsen,Njål Vigleik Grene-Johnsen,116,1
647021275725216,Nancy Hansson Gogstad,Lørenskog Sosialistisk Venstreparti,116,1
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,114,3
94140749496,HL-senteret,HL-senteret,113,1
106000182295870,Bybanetunnel,Bybanetunnel,112,1
103077389814473,Kristiansand SV,Kristiansand SV,106,1
119878348024795,ULOBA,Uloba - Independent Living Norge SA,101,26
620408144801035,Vestnes Arbeiderparti,Vestnes Arbeiderparti,≤100,2
126448980866214,Klassekampen,Klassekampen AS,≤100,1
284375224934900,ASKO - vi forsyner Norge med mat,Johanne Emilie Brodtkorb,≤100,4
