Location name,Amount spent (CZK)
Central Bohemian Region,13743
Hradec Králové Region,6013
Karlovy Vary Region,3438
Liberec Region,4459
Moravian-Silesian Region,11742
Olomouc Region,6331
Pardubice Region,5054
Plzeň Region,6068
Prague,26392
South Bohemian Region,6526
South Moravian Region,17853
Unknown,≤100
Vysočina Region,4933
Zlín Region,6505
Ústí nad Labem Region,8487
