Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
265843867173714,La Revista,La Revista,10960,3
105299712285609,Otra Visión,Otra Visión,8888,1
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,5396,1
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,4964,1
269896979745792,Programa Estado de la Nación,Manuel Alejandro Alfaro Alfaro,4796,1
102084562479533,Digital506,Digital506,3514,2
450806748585319,María Marta Carballo Diputada,Gabriela De Los Angeles Marin Quijano,2121,1
856012741442139,Ipas LAC,Neuma,2081,9
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,1273,1
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1199,1
1564830553770208,Encuentro Municipal,José Luis Jimenez Robleto,1093,2
212408462118589,Festival Grito de Mujer,These ads ran without a disclaimer,≤100,1
110465541836214,Mayara Betina Franco,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
158714780827513,UNFPA,These ads ran without a disclaimer,≤100,4
110095967929912,Best Of The Best On Kickstarter,These ads ran without a disclaimer,≤100,2
116780567115083,Tissue Online Latinoamérica,These ads ran without a disclaimer,≤100,1
107651968500684,samiabougalim,These ads ran without a disclaimer,≤100,1
