Location name,Amount spent (VEF)
Amazonas,97719
Anzoátegui,2092130
Apure,805865
Aragua,2624074
Barinas,1253680
Bolívar (state),2277083
Capital District,15106826
Carabobo,2986831
Cojedes,488986
Delta Amacuro,250000
Falcón,1217356
Guárico,960658
Lara,2282822
Miranda (state),4180224
Monagas,783241
Mérida,1625085
Nueva Esparta,506440
Portuguesa,1252300
Sucre,859283
Trujillo,953356
Táchira,2621283
Vargas,1379910
Yaracuy,931114
Zulia,5043210
