Location name,Amount spent (USD)
Alabama,7082
Alaska,2969
American Samoa,≤100
Arizona,26787
Arkansas,7577
California,72060
Colorado,11914
Connecticut,7581
Delaware,1774
Florida,55733
Georgia,21037
Guam,≤100
Hawaii,2418
Idaho,6223
Illinois,21679
Indiana,11723
Iowa,6625
Kansas,6263
Kentucky,10078
Louisiana,8742
Maine,6001
Maryland,16187
Massachusetts,10750
Michigan,30950
Minnesota,13566
Mississippi,4787
Missouri,12633
Montana,8288
Nebraska,4070
Nevada,9381
New Hampshire,2325
New Jersey,18704
New Mexico,6096
New York,54238
North Carolina,18788
North Dakota,1136
Northern Mariana Islands,≤100
Ohio,20379
Oklahoma,11742
Oregon,10843
Pennsylvania,39013
Puerto Rico,≤100
Rhode Island,1635
South Carolina,8427
South Dakota,1468
Tennessee,14538
Texas,54148
Unknown,≤100
Utah,7692
Vermont,1918
Virgin Islands (U.S.),≤100
Virginia,17855
Washington,13239
"Washington, District of Columbia",6012
West Virginia,6101
Wisconsin,25242
Wyoming,1696
