Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1043
Bicol Region,14461
Cagayan Valley,4610
Calabarzon,26730
Caraga,2749
Central Luzon,19706
Central Visayas,14861
Cordillera Administrative Region,2615
Davao Region,6773
Eastern Visayas,4808
Ilocos Region,6897
Metro Manila,41536
Mimaropa,2935
Northern Mindanao,6232
Soccsksargen,3959
Unknown,≤100
Western Visayas,12600
Zamboanga Peninsula,3120
