Location name,Amount spent (BRL)
Acre (state),1380
Alagoas,4506
Amapá,969
Amazonas,7201
Bahia,16593
Ceará,14961
Espírito Santo,5846
Federal District,5991
Goiás,10359
Maranhão,7539
Mato Grosso,5803
Mato Grosso do Sul,5133
Minas Gerais,35586
Paraná,21456
Paraíba,5924
Pará,10792
Pernambuco,15657
Piauí,3603
Rio Grande do Norte,5037
Rio Grande do Sul,30699
Rio de Janeiro (state),30196
Rondônia,2505
Roraima,1085
Santa Catarina,16026
Sergipe,2561
São Paulo (state),106088
Tocantins,1490
Unknown,≤100
