Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,415220,10
54779960819,United Nations,United Nations with Facebook Ad Credits,229913,9
102377305543409,AITC Meghalaya,Indian Political Action Committee,91646,206
986478178136878,BJP Tripura,Bharatiya Janata Party,75609,29
21169267101,Give,Give,66549,30
1521106071438318,CMO Chhattisgarh,IVS Corporation,49287,7
568928239883450,The Times Of A Better India,The Times Of A Better India,43327,3
105671775473178,Jan Suraaj,Jan Suraaj,35152,57
107395897271506,Kutumb,Swatantra Verma,30760,44
100626912687369,Kai Yerisi Karunadigagi - ಕೈ ಏರಿಸಿ ಕರುನಾಡಿಗಾಗಿ,Kai Yerisi  Karunadigagi,30410,33
1568965503322927,Aacharya Vijay RatnaSunder Surishwarji,Aacharya Vijay RatnaSunder Surishwarji,20840,5
245786875629380,"Minister for IT, Telangana","Minister for IT, Telangana",18889,3
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,18377,1
100240102800860,Gorakhpur-Faizabad Graduate MLC Candidate - Prof. Dr. Sheo Mohan Singh,International Centre for Stem Cells Cancer and Biotechnology,17658,29
109986065209042,Mera Apna Rahul,MeraApnaRahul,16873,133
215654715566983,"Department of Sports and Youth Services, Government of Odisha","Department of Sports and Youth Services, Government of Odisha",14834,6
109141098395573,Inclusive Minds,Inclusive Minds,14551,1
109354741887336,Udhay Anna - உதய் அண்ணா,Politicode,14383,29
270666596375251,Jhatkaa.org,Jhatkaa.org,12652,52
174283119250672,Save the Children India,Bal Raksha Bharat,11869,43
326102339565,Oxfam India,Oxfam India,10947,4
775974615850063,MyGovIndia,MyGovIndia,10691,2
296002831234834,Swapnil Kothari,Swapnil Kothari,10199,1
537021156329658,Sukhbir Singh Jaunapuria,Pankaj Sharma,9364,3
104211439033799,Jagane Kavali,Jagane Kavali,9286,33
426954117660096,Indian National Congress - Tripura,Indian National Congress - Tripura,9257,28
107622510642297,आपला माणूस सत्यजीत - Satyajeet Tambe Fan Club,Outstretch Analytics and Media,9243,10
1549125462051884,BQPrime,Bloomberg Quint,8958,3
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,8944,26
109707661884154,Indian Compass,theindiancompass.com,8178,30
121970731329322,Political Tamaasha,Ritesh Bhimrao Bhagat,8165,1
206756829376811,BJP Delhi,BJP Delhi,8157,19
1418673848396428,H D Kumaraswamy,Pancharatnayojane,7975,5
125610988142789,Krishna Pal Singh Yadav,Vaibhav Desai,7873,1
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,7852,30
168545223213479,Omprakash Hudla,Pankaj Sharma,7532,3
265195530302394,Balasaheb Thorat,Inspire,7473,6
30290552843,Greenpeace India,Greenpeace India Society,7427,48
1947296068903392,Vinay Saxena,Manish Soni,6965,7
107864648831408,Nammavar Kamal Haasan,Nammavar kamal hassan,6868,16
140862006084399,Dr. Ranjit Patil,Abhijeet Janorkar,6849,14
125848084425488,Pragati Rashtra,Pragati Rashtra,6742,1
165227637400043,Mahant Balaknath Yogi,TrendyFeeds,6661,1
165227637400043,Mahant Balaknath Yogi,TrendyFeeds,6661,1
112727192093803,Disney Star,These ads ran without a disclaimer,6425,1
105815225595031,मोदी साथे राजस्थान,modisaatherajasthan.com,6170,28
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,6074,29
108923581963430,Nirmamata,nirmamata.com,6021,85
113541631336757,Conman Conrad,Conman Conrad,5995,15
103782051383159,School of Politics,School of Politics,5891,32
1559211387686845,Log 9 Materials,Log 9 Materials Scientific Private Limited,5614,11
105978524767243,ರಾಷ್ಟ್ರೀಯ ಪಕ್ಷಗಳ ಮುಕ್ತ ಕರ್ನಾಟಕ,ರಾಷ್ಟ್ರೀಯ ಪಕ್ಷಗಳ ಮುಕ್ತ ಕರ್ನಾಟಕ,5604,6
100113008488735,Eknath Shinde FC,Future ready media,5497,1
102106021886833,A K Sharma,Harish Sahrawat,5383,9
108861325372008,Bharat Bhagya Vidhata,BharatBhagyaVidhata,5110,7
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,5095,18
130792080871252,Kirodi Lal Meena,Mukesh Kumar Yadav,5055,4
155184094662465,Kesineni Nani,Srinivas Kesineni,4960,6
100214898257722,Bhak Budbak - भक बुड़बक,bhakbudbak.com,4939,64
105509495777453,సాలు దొర సెలవు దొర,selavudora.com,4920,29
108387848549180,D.K.Santhakumar,D.K.Santhakumar,4782,2
201141296623500,Prakash Koliwad,DesignBoxed,4767,36
802311956513987,Rahul Singh,Rahul Singh,4754,31
1207048289400325,Jagat Bahadur Singh Annu,Ranjeet Singh Bisen,4663,7
102099855874205,40% Sarkara - 40% ಸರ್ಕಾರ,40percentsarkara,4662,19
100328978216424,"Fight Pollution, Not Plastics",Nitesh Singh,4535,7
112982334954590,Inferno Analytics,Inferno Analytics,4470,89
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,4416,29
2078242259060363,Kukufm,Mohana Saha,4136,25
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,4122,8
109520038590381,Dhiraj Lingade,Dhiraj Rambhau Lingade,4116,22
106621365518121,Shyam Prajapati,Shyam Prajapati,4106,12
505327936635830,Ashok Chandak,Coceptual Media,4106,37
113394921261975,Sabala Mela,Sabala Mela,4080,31
107395897271506,Kutumb,Kutumb App,4046,2
1521106071438318,CMO Chhattisgarh,Clarion IT,3986,1
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,3977,8
107879608857629,H.M. Shangpliang,Gyanendra Kumar Giri,3883,2
219839024870824,Dr. Ramesh Chennamaneni,Dr. Ramesh Chennamaneni,3732,1
184278081698180,Ashok Gehlot,Ashok Gehlot,3728,1
104719664464698,Prashasnik Gurukul,Shraddha Singh,3703,7
805526169610318,Shubhashray Housing India,shubhashray housing india,3544,1
100568859597614,Ashutosh Naresh Mhaske,Rajaram Anant Parab,3533,6
243739452482985,गोदी वाले मामा,गोदी वाले मामा,3527,1
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,3458,89
116400054677478,Pappu Pulakesh,Pappu Pulakesh,3439,28
127511739040748,Babasaheb D Patil,Babasaheb D Patil,3399,4
102112998968049,भाषण कला स्पेशल,Pavankumar Dadasaheb Jadhav,3370,2
350558792662542,Neeru Yadav,Khem Chand Yadav,3359,4
101538858448134,The Summer News,Gagandeep Singh,3320,23
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,3315,2
621286245011868,Dr.Babulal Tiwari,Gagan Sahu,3265,18
669198336772807,Audible,These ads ran without a disclaimer,3212,1
108102345201383,Pappu Gappu - पप्पू गप्पू,PappuGappu.com,3202,16
285029500623,CARE India,CARE India,3200,22
1826491730900559,Keshava Rajanna B,Abishek Nb,3180,10
994578073995343,B. L. Verma,Sourabh Arvind Dubey,3169,23
457851894657063,BYOH Rishta - Uttarakhand Matrimonial Service  ब्योह रिश्ता,PSL SOLUTIONS,3150,7
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Ganesh Subhashrao Lomte,3133,8
466642616726169,Parul University,Parul University,3094,6
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3056,4
20386543316,WWF-India,Mukesh Nauhwar,3046,1
109772347318584,Khotikarok Modi,Khotikarok Modi,3032,3
104052753400618,Union Bank of India,Goldmine Advertising Limited,3019,4
110115671863420,Kacche Din,Kacche Din,2873,16
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,2803,29
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,2790,32
104656344931338,Pravesh Agrawal,Swanit Infotech,2615,1
347337386104390,Rama Chandra Yadav,B Ramachandra,2591,1
102781925497507,Karpagam Hospital,Karpagam hospital,2553,11
104516512296314,Kartikeya Sharma,Adv Tech,2540,6
109354741887336,Udhay Anna - உதய் அண்ணா,Udhay Anna - உதய் அண்ணா,2449,4
102029621784239,Dhareppa Thakkannavar,Dhareppa Thakkannavar,2433,2
103206797721245,Tollygunge Trinamool Congress,Mohammad Azharuddin,2398,1
315998375705886,FT Live,These ads ran without a disclaimer,2294,1
33497111948,Child Rights and You,Child Rights and You,2264,7
642996226201566,Sudhakar Shrangare,Aslam Afroz Kazi,2254,3
811330598995413,Jagadeesh Gudagunti,Jagadeesh Gudagunti,2155,4
109485930750665,Agni Herbbals,C Rajivkannu,2152,6
1510631479236816,Hawa Badlo,social cloud ventures Pvt Ltd,2134,1
111467411792777,TEDx Mussoorie 2023,TEDx Mussoorie 2023,2124,14
344779338977831,Ashapurna Buildcon Ltd.,Ankit Jangid,2092,3
102822679137454,Shaktirath Singh “शक्ति”,Shaktirath Singh “शक्ति”,2090,1
107022325270259,Rahul Jha,Rahul Jha,2070,1
148931718592314,Tarun Chugh,Adv Tech,2067,2
108122750692155,Dhanpal Suryanarayana,Dhanpal Surya Narayana,2056,1
221256415973730,Ankuram IVF,Ankuram IVF,2049,2
139429406230702,Kumaraswamy for CM,Xodify,2042,3
100735178208398,Udyami India,Samadhan Samiti,2026,2
