Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
1996858746995628,Allentown NAACP,These ads ran without a disclaimer,≤100,1
111188005041104,The world of read,These ads ran without a disclaimer,≤100,1
