Page ID,Page name,Disclaimer,Amount spent (HTG),Number of ads in Library
410809436013820,Gedony Fontil,These ads ran without a disclaimer,2439,3
1623035814584075,Eppendorf do Brasil,These ads ran without a disclaimer,144,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,5
102784439372123,Planet Fights,These ads ran without a disclaimer,≤100,1
103430045742167,The Entertainment Protagonist,These ads ran without a disclaimer,≤100,1
700265134151964,LAIT UP BELIZE,These ads ran without a disclaimer,≤100,1
111275955149206,Programa de ligereza y sabor express,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
102916809366515,Rosito Dinero Music,These ads ran without a disclaimer,≤100,1
445610352132617,Sam Photography Studios,These ads ran without a disclaimer,≤100,1
