Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1075090,62
231635610267892,Policía de la Ciudad,Gobierno de la Ciudad de Buenos Aires,311845,15
102436695787908,Chubut por el Cambio,Juntos por Chubut,265348,32
112495102121367,Gobierno de la Provincia de Buenos Aires,Gobierno de la Provincia de Buenos Aires,160640,15
171330806277312,Diego Santilli,Instituto República,116283,102
1689208734631579,Gobierno de Jujuy,Gobierno De Jujuy,88156,10
104377591978898,Compacto Córdoba,Compacto Córdoba,74538,34
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,51134,22
103088924366000,Noticias d,Noticias d,50281,151
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,46067,54
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,45741,30
1086999731414893,Lucas Castelli,Lucas Alberto Castelli,45265,34
259111760849274,Federico Angelini,Juntos por el Cambio,45145,16
174545086044880,Gobierno de Santa Fe,Gobierno de Santa Fe,41938,49
782697941744883,Catamarca Capital,Catamarca Capital,40000,27
525334380868858,Martín Lousteau,Martín Lousteau,35034,20
20906273675,Greenpeace Argentina,Greenpeace Argentina,33680,10
1466847683532406,Sebastián Neuspiller,Sebastián Neuspiller,23118,5
427271967380241,Lucas Delfino,Lucas Delfino,22474,3
113122186717848,Emiliano Estrada,Emiliano Estrada,22368,6
227513130941976,Ignacio Torres,Pro Chubut,22209,8
811490865528770,Guillermo Viñuales,Guillermo Viñuales,21846,1
362204533804292,Municipio de Río Grande,Municipio de Río Grande,21782,10
705172499580470,Gustavo Martinez,Gustavo Martinez,20617,24
174970176018,Horacio Rodríguez Larreta,PRO Ciudad de Buenos Aires,20469,12
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,20062,4
109287948479430,Diario 9️⃣,diario 9,19731,18
110746414660916,Lomas Noticias,Nicolas Orona,19423,1
101185599412309,Marcos para Neuquén,Marcos para Neuquen,18076,5
126410234048229,Fundación Pensar,Fundación Pensar Argentina,17282,2
250846898301272,Chicos.net,Sofia Speca,17202,4
274883916030955,Pablo Losada,United Business Arg,16343,7
680986725302906,Roberto Mirabella,Hacemos Santa Fe,15087,3
61279025897,Gerardo Morales,Gerardo Morales,14363,2
155326881225340,Cristian Ritondo,Hablen de a uno,14133,3
623004601078857,Erika Gonnet,Gobierno de Santa Fe,14094,6
107631983989726,Argentina Federal,Argentina Federal,13646,13
174970176018,Horacio Rodríguez Larreta,Fundación Pensar Argentina,13498,8
932158520193023,Municipalidad de José C. Paz,Municipio de José Clemente Paz,13255,7
101996084777901,Mariela Belski,Mariela Belski,12531,14
102305658071845,Uthgra Córdoba,Julian Rousselot,12349,2
459777610743664,Ariel Sujarchuk,HAY ALTERNATIVA PARA EL CAMBIO EN ESCOBAR - HACE,12348,6
304176325478,La Política Online,La Política Online,12201,11
624986924234661,Gustavo Bordet,Partido Justicialista Entre Ríos,12070,3
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,11761,16
101594852755793,El Bonaerense,El Bonaerense,11722,4
363825283650115,Vicente López,Vicente López,11199,4
104230022197116,En línea Chubut,En Línea Chubut,10903,23
480129710135,Municipio de Tigre,Municipalidad de Tigre,10867,48
171330806277312,Diego Santilli,Fundación Pensar Argentina,10650,2
191946537833,SAN LORENZO EL MAS GRANDE...,Siempre San Lorenzo,10346,8
1676408809269820,Municipio Bahía Blanca,Municipalidad de Bahía,10308,4
1488831318060288,Unión Europea en Argentina,Delegación de la Union Europea,9907,2
307661541236,Grupo La Provincia,GLP,9606,35
628498977777284,El Continental,Periodico El Continental,9353,7
108999798363368,Primicias Neuquinas,Primicias Neuquinas,9294,6
755993527765325,Franco Aranda,Franco Aranda,9106,7
106057368882648,El caudillo online,El caudillo online,9094,1
132275286851048,Luis Alfredo Juez,Frente Cívico de Córdoba,8974,3
214152438919953,Municipio de Resistencia,Municipio de Resistencia,8726,5
369181306485506,Patricia Cubria,showercomunicacion,8600,6
191070084387668,Diego Giuliano,Diego Giuliano,8259,1
699758330894365,Actualidad Argentina,Actualidad Argentina,8253,4
103322152538185,La Verdad Noticias,La verdad noticias,8039,5
1604553363177691,Concejal von der Thusen,Raul Von Der Thusen,7930,5
465558466800210,Maxi Pullaro,Maxi Pullaro,7920,9
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,7874,4
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,7825,8
107919011974055,Hoy Sur,Hoy Sur,7747,10
102289782502796,Prensa Digital,Prensa Digital,7669,4
111600998225620,Noticias Zero,Noticias Zero,7642,3
105716442346264,Conurnarnia,Conurnarnia,7564,4
327490147360219,Martín Berhongaray,Martín Berhongaray,7529,4
106603955035359,Fernando Carbajal,Fernando Carbajal,7510,3
105237068485789,La Prensa Energética,La Prensa Energetica,7501,5
90148244993,Patricia Bullrich,Pro Nacional,7481,3
110276628358382,El Autónomo,El Autónomo,7455,5
