Location name,Amount spent (BRL)
Acre (state),1413
Alagoas,4182
Amapá,907
Amazonas,6558
Bahia,16254
Ceará,14865
Espírito Santo,7149
Federal District,4503
Goiás,7167
Maranhão,7217
Mato Grosso,4466
Mato Grosso do Sul,3675
Minas Gerais,28834
Paraná,16667
Paraíba,4894
Pará,10693
Pernambuco,11566
Piauí,3733
Rio Grande do Norte,5990
Rio Grande do Sul,25674
Rio de Janeiro (state),27020
Rondônia,1873
Roraima,904
Santa Catarina,14019
Sergipe,2490
São Paulo (state),113807
Tocantins,1614
Unknown,≤100
