Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
102869596002305,Office Of The Citizen Nigeria,Fix Politics,58989,9
105256562063637,Beta Naija Group,Beta Naija,35304,1
753031955030992,Atiku-Okowa.com,One Nigeria Movement,16848,6
660685641036325,Sandeco Group,Vincent Southey Effiong,14798,9
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,11932,12
103018869332378,BantuPage,Ikechukwu Orji,11260,9
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,9342,5
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,7476,11
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,7442,2
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,6003,2
215863191948778,Frank Nweke Jr,Frank Nweke Ii,5201,5
654180731859809,T-Police,T-Police,4765,4
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,4369,3
102846336004998,Abibat Mogaji Beneficiaries Vanguard 4 Bola Ahmed Tinubu-AMBV4BAT,Odunbaku Sodiq Adekunle,3889,3
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,3768,7
123838944328164,Rethink Nigeria,Rethink Nigeria,3385,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,3220,4
101622722635138,Advocacy For Good Governance,Nnadi Sunny,3075,6
1924396441113309,Onogwu Muhammed,Martins Onuorah,2555,1
194110890622942,Leadership News,Leadership News,2079,1
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1945,4
294587734226015,Hon. Amb. Sobomabo Jackrich - Egberipapa,Hon. Amb. Sobomabo Jackrich - Egberipapa,1782,3
100202924924063,Page 36,Page 36,1356,5
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1343,1
107449188487509,Arewa Decide 2023,Mustapha Lawal,1321,1
102225129139532,Dr. Okuji Oreh,Dr. Okuji Oreh,1307,1
260451584306863,"Rep. Ogundu Kingsley Chinda, MHR",Hanacho Marvin Chinda,1212,2
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,1045,2
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,1010,1
117743160054780,RiversofHope,RiversofHope,1009,1
241499009731835,Ifeanyichukwu Ibezi,Ifeanyichukwu Ibezi,1000,1
102846336004998,Abibat Mogaji Beneficiaries Vanguard 4 Bola Ahmed Tinubu-AMBV4BAT,Adetunji Salman Akorede,953,1
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,789,1
106746234702890,E.D.O TV,John Obijeme Ii,775,1
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,692,2
105206135729619,Solution Reporters,Solution Reporters,652,2
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,641,1
102646825260082,Future Pathways  Foundation FPF,Yusuf Abdullahi,606,1
241652942562933,Yomi Idowu,Adfol Global Enterprise,605,1
1416286758489723,Pitakwa Media,Hanacho Marvin Chinda,525,1
102072846021681,ABC Constituency Grassroot Volunteers for Andrew Thomas,ABC Constituency Grassroot Volunteers for Andrew Thomas,516,1
105580098826545,"Rev. Fr. Hyacinth Iormem Alia, PhD","Rev. Fr. Hyacinth Iormem Alia, PhD",476,3
104180761873736,Massive Entertainment.ng,Massive Entertainment,450,1
104523875680736,NanaOfuji - YPP,NanaOfuji Campaign Organization,445,1
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,445,1
1689132724682504,MMAWT legacy initiative,Amiru Adamu,445,2
597262087083972,The Newest,Hanacho Marvin Chinda,354,1
700975283426175,Chinedu Eya,These ads ran without a disclaimer,281,1
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,194,1
31292782350,Deutschland.de,These ads ran without a disclaimer,184,2
595906454226757,Dr Amaechi Nwachukwu Media,Dr Amaechi Nwachukwu Media,120,1
100509629482213,The South-South Umbrella Forum,The South-South Umbrella Forum,102,1
791962547656094,Ntum Oha,These ads ran without a disclaimer,≤100,1
101300476067946,The Northern Umbrella Forum,Northern Umbrella Forum,≤100,1
110448328516511,thegenz_club,These ads ran without a disclaimer,≤100,1
543786385637826,Fonoma,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
104290518941686,Pal Stories,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
239982637475,Independent Evaluation Group (IEG),These ads ran without a disclaimer,≤100,1
1876775545882918,HackerNoon,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
113628970777085,Hon Shaaban Tv,Ayodeji Adeola Badru,≤100,4
108196610945393,H.E Dr Nasir Yusuf Gawuna,Ayodeji Adeola Badru,≤100,1
241664783089008,Xin,These ads ran without a disclaimer,≤100,1
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,≤100,2
121307931254043,Econlib,These ads ran without a disclaimer,≤100,1
321548801710742,Gawuna TV,Ayodeji Adeola Badru,≤100,1
104379725771100,Bayodele 2023 Obi/Datti Oluyole Forum,Ameedat Delilah Bidmus,≤100,1
