Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
1511782779066279,Indian National Congress - Karnataka,Indian National Congress - Karnataka,414654,15
123405501008524,Mercedes-Benz India,Mercedes-Benz India,69898,5
106461617679070,Meta,Facebook Inc.,53767,2
104516512296314,Kartikeya Sharma,Kartikeya Sharma,43015,41
30290552843,Greenpeace India,Greenpeace Environment Trust,41790,204
109470364774303,Ellorum Nammudan,Ellorum Nammudan,40376,176
404746486258732,Project Nanhi Kali,Project Nanhi Kali,34766,18
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,32543,1
113364544766243,Congress Kallekai - ಕಾಂಗ್ರೆಸ್ ಕಳ್ಳೇಕಾಯ್,CongressKallekai.com,28266,25
21169267101,Give,Give,28237,21
104211439033799,Jagane Kavali,Jagane Kavali,27664,31
206810882806875,Samvada ಸಂವಾದ,Samvada ಸಂವಾದ,27641,39
107395897271506,Kutumb,Swatantra Verma,24936,38
411129449009589,K.C. Venugopal,K.C. Venugopal,23687,109
100626912687369,Congress Baralide Pragathi Taralide,Congress Baralide Pragathi Taralide,20253,15
349222085840969,Youth in Politics,Indian Political Action Committee,19043,37
330760810293224,HelpAge India,HelpAge India,19031,8
102099855874205,40% Sarkara - 40% ಸರ್ಕಾರ,40percentsarkara,18589,15
375554899138007,Maharashtra DGIPR,Maharashtra DGIPR,17307,10
100549119644561,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,17109,2
103782051383159,School of Politics,School of Politics,16675,40
116650004667508,Karamjit Kaur Chaudhary,Karamjit Kaur Chaudhary,14818,19
486980998032652,BJP Karnataka,Bharatiya Janata Party (BJP),14776,6
1041070232620031,Sesame Workshop - India,Sesame Workshop India,14349,35
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,14285,15
111527528465749,Rao Prem Singh,Rao Prem Singh,12354,4
112952941626423,ನಿಮ್ಮ ಸಿದ್ದಾರ್ಥ ಸಿಂಗ್,ನಿಮ್ಮ ಸಿದ್ದಾರ್ಥ ಸಿಂಗ್,12072,13
114423274957250,"Nivedith Alva - ""ಪ್ರಗತಿಪರ ಯುವಸೇವಕ""",Coceptual Media,11201,14
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,10471,31
100907784722781,QR 678,QR 678,10453,10
355739144465220,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),10132,16
523910214803313,आमचं ठरलंय,Sachin Sarjerao Jadhav,10048,3
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,9759,114
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),9665,121
103567102688791,Aam Karobari,Kabir Singh Virk,8925,2
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,8701,28
140861612672485,Umesh Gautam,Ayushi Agarwal,8196,53
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,8086,2
479998865355592,Aditya Birla Group,Aditya Birla Group,8050,4
100226310084172,University of Reading,These ads ran without a disclaimer,7927,1
101284456085904,Team Jagananna,Team Jagananna,7906,11
113125761613615,Namma CM Bommai,Kiran A,7415,12
1101097403326599,Chief Electoral Officer Karnataka,Chief Electoral Officer Karnataka,7283,36
290805814352519,Aam Aadmi Party,Aam Aadmi Party,7245,1
114552704834271,Hullalli Suresh Balaga - ಹುಲ್ಲಳ್ಳಿ ಸುರೇಶ್ ಬಳಗ,Sai Kiran,7037,15
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,6934,17
953600271404690,BJP Meghalaya,Bharatiya Janata Party,6535,15
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,6220,49
270666596375251,Jhatkaa.org,Jhatkaa.org,6127,13
105671775473178,Jan Suraaj,Jan Suraaj,6011,15
200480966638039,Supremacy 1914,These ads ran without a disclaimer,5986,2
107334185444129,Charitism Global,Charitism Global,5846,4
1927351340858687,ಬಿ ಪಿ ಹರೀಶ್,Gowda Basavana,5711,2
1947296068903392,Vinay Saxena,Manish Soni,5519,6
106280695607208,Dr Ajay Kumar Singh,Rakesh Kumar,5203,2
296002831234834,Swapnil Kothari,Swapnil Kothari,5194,3
893137944102939,Maha Forest,Maha Forest,5082,1
200156893402558,Sushil Rinku,Sushil Rinku,4978,2
109545244848137,Crafto,Kutumb App,4949,3
301902473766068,முதல்வன் OPS,முதல்வன் OPS,4887,90
148010855792512,HK Suresh,Sai Kiran,4876,13
797927846899300,Flag Foundation of India,Flag Foundation of India,4875,4
102134979528455,Varuna Lingayathara Sabha,Sai Kiran,4832,1
102098615927130,Nam Namo - ನಮ್ ನಮೋ,karunadueesanje.com,4781,8
109605585437681,Collector Thoothukudi,Dharanivel Kandhasamy,4693,3
