Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,26338,4
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,6816,2
444392138940597,"Intellecta - Ráðgjöf, ráðningar, rannsóknir",These ads ran without a disclaimer,3233,1
156161194561570,Kjarninn,Kjarninn,2879,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1993,2
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,1698,2
900088800059077,Ugla útgáfa,These ads ran without a disclaimer,1690,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,1198,4
128854307193614,Landsvirkjun,Landsvirkjun,1193,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1142,2
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,1086,1
111020791969904,Vísbending,Sameinaða útgáfufélagið,969,2
106979180938014,Samstöðin,Samstöðin ehf,783,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,721,1
110174782355645,Samfylkingin á Seltjarnarnesi,Samfylkingin á Seltjarnarnesi,340,1
317158175535179,BitLife,These ads ran without a disclaimer,281,3
154893001218870,ADHD samtökin,ADHD samtökin,160,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,3
103497027790225,Fonos,These ads ran without a disclaimer,≤100,2
125472787201442,Европейские вести,These ads ran without a disclaimer,≤100,1
102948998654217,Baking Haven,These ads ran without a disclaimer,≤100,1
101351691906645,The Primary Market - News,These ads ran without a disclaimer,≤100,2
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
103393035778315,Alotofstylewe.com,These ads ran without a disclaimer,≤100,2
1505333196415332,Côte d'Azur - школа французької мови,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,1
