Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,3239,18
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,2691,10
142614625077,WWF Polska,WWF Polska,2032,30
102811109411234,Do:łącz,Dołącz,1596,20
102931488739,Platforma Obywatelska,Platforma Obywatelska,1532,5
136884656519145,IOM Poland,International Organization for Migration,1509,15
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1255,36
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1080,14
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,901,2
228168274881,wysokieobcasy,wysokieobcasy,871,21
178362315106,European Parliament,European Parliament,754,7
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,709,120
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,683,4
450781218391641,Protestuj.pl,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,633,1
391098174296294,Super Express,se.pl,615,8
57544755889,Amnesty International Polska,Amnesty International Polska,611,24
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,549,11
513969188677442,Compassion Polska,Compassion Polska,547,13
104921858016507,Dzień Dobry Podatki,Michał Wilk,512,13
1715196158626102,Operacja Czysta Rzeka,Operacjarzeka,502,24
371359310400318,Janusz Kowalski,Janusz Kowalski,480,2
50063176484,TVN24,TVN,411,19
178415208919146,Solidarna Polska,Solidarna Polska,409,3
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Paweł Komarewicz,409,3
199877710116314,Patryk Jaki,Patryk Jaki,404,2
406758116099067,Fundacja Kasisi,Fundacja Kasisi,397,5
1683534065241470,OKO.press,OKO.press,388,10
339855706171439,Dobra Fabryka,Dobra Fabryka,387,6
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,367,19
107344527675114,Toyota - fabryka w Wałbrzychu,Szymon Jan Marczak,362,4
1476105062719575,Dariusz Matecki - Solidarna Polska,Dariusz Matecki - Solidarna Polska,330,6
311766890555,Fundacja Batorego,Fundacja Batorego,313,61
146036558887922,Polski Hokej,Polski Hokej,270,6
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,257,24
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,232,1
173086948664,Infor.pl,Infor.pl,229,7
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,226,3
1227194230675141,Pratia,Pratia SA,219,6
