Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
260965090632970,Democratic Labour Party,Ronnie Yearwood,≤100,1
105947114116292,Photo-Synthesis Designs,These ads ran without a disclaimer,≤100,2
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
1182128755219778,Japan Forward,These ads ran without a disclaimer,≤100,2
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,3
