Location name,Amount spent (CLP)
Antofagasta Region,366099
Araucanía Region,369836
Arica y Parinacota Region,249851
Atacama Region,199375
Aysén Region,227988
Bío Bío Region,850852
Coquimbo Region,432729
Los Lagos Region,466949
Los Ríos Region,220853
Magallanes y la Antártica Chilena Region,226155
Maule Region,733155
O'Higgins Region,711861
Santiago Metropolitan Region,2410410
Tarapacá Region,292708
Unknown,≤100
Valparaíso Region,898901
