Location name,Amount spent (TWD)
Changhua,7060
Chiayi,1883
Hsinchu,4367
Hsinchu City,6472
Hualien,3501
Kaohsiung,26262
Keelung City,2862
Kinmen,529
Lienchiang,≤100
Miaoli,3340
Nantou,2963
New Taipei City,43380
Penghu,892
Pingtung,5052
Taichung,26830
Tainan,15942
Taipei,32698
Taitung,1687
Taoyuan City,24751
Unknown,3798
Yilan,2534
Yunlin,4185
