Location name,Amount spent (NOK)
Akershus,3588
Aust-Agder,518
Buskerud,1644
Finnmark,692
Hedmark,1033
Hordaland,2299
Møre og Romsdal,1421
Nord-Trøndelag,672
Nordland,1390
Oppland,1008
Oslo,6077
Rogaland,2003
Sogn og Fjordane,574
Sør-Trøndelag,1460
Telemark,782
Troms,1556
Unknown,≤100
Vest-Agder,980
Vestfold,1183
Østfold,1457
