Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,20666,3
573559522797177,Flokkur fólksins,Flokkur Fólksins,11791,4
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,5584,1
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,4787,4
152804904889,Samfylkingin,Samfylkingin,4763,6
250725931675,Forsætisráðuneytið,Forsætisráðuneytið,4665,4
405625165041,Reykjavíkurborg,Reykjavíkurborg,4262,6
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,3969,1
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,3340,2
154893001218870,ADHD samtökin,ADHD samtökin,2687,5
137524753533383,Miðflokkurinn,Miðflokkurinn,2545,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2045,3
226420604114883,Akureyrarbær,Akureyrarbær,1928,1
123618754345051,Umhverfisstofnun,Umhverfisstofnun,1430,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,680,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,665,2
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,534,1
439162066281959,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,467,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100,1
1329593773802412,TransferGo Polska,These ads ran without a disclaimer,≤100,1
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
100529575162546,Inycon Wines,These ads ran without a disclaimer,≤100,1
287193278023020,Jirka Stoček,These ads ran without a disclaimer,≤100,1
316139502261301,BeInCrypto,These ads ran without a disclaimer,≤100,1
163129914381556,Lawyer Vi,These ads ran without a disclaimer,≤100,5
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,1
101653285444113,SK텔레콤 뉴스룸,These ads ran without a disclaimer,≤100,1
124340177284061,TomorrowBuilding,These ads ran without a disclaimer,≤100,1
102500518635499,ENTR en,These ads ran without a disclaimer,≤100,1
421320345307555,SORP - Платформа для бизнеса,These ads ran without a disclaimer,≤100,1
