Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
798673866859390,ETC TV,ETC TV,5127,74
101361307958442,Mohamad ElGarhy,محمد السيد عبد الستار,4264,1
112316758396656,معتز الشناوي لمجلس نقابة الصحفيين,معتز الشناوي لمجلس نقابة الصحفيين,1600,9
103283332669003,مؤسسة جمال الجارحي للتنمية المجتمعية,محمد السيد عبد الستار,1585,3
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,1280,4
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,1191,3
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,982,9
107767437680846,أحمد صلاح الطاروطي,Suzie Raafat,870,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,844,3
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,704,4
100410139482755,صفحة النائب محمد الجارحي لخدمات المواطنين,محمد السيد عبد الستار,513,1
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,439,4
591352604646053,جائزة مصر للتميز الحكومي - Egypt Government Excellence Award,جائزة مصر للتميز الحكومي - Egypt Government Excellence Award,418,1
101413676017001,Box2Box مع محمد شبانة,محمد السيد عبد الستار,386,3
1720882541553191,حسن عمار - Hassan Ammar,حسن عمار,386,4
107497522086257,hussein.m.abdelrahman,These ads ran without a disclaimer,366,1
666470146818916,مؤسسة جبر القلوب,Mohamed Elsafty,357,2
104198795953934,جمعية أصدقاء مرضى الأورام بالشرقية,Mohamed Basher,337,1
1012904038778488,سامح فتحي حبيب,سامح فتحي حبيب,313,6
117690156743688,النائب حافظ عمران,Shôükrý Ömrãñ,287,3
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,277,6
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,256,2
108817060655963,النائب إمام منصور / Emam Mansour,امام منصور حسن منصور,252,3
112072071382470,أحمد الفار - Ahmed Elfar,Noha Mohamed Ibrahim,224,2
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,217,4
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,Basel Noufal,217,3
1915226258692328,النائب طه الناظر,النائب طه الناظر,208,2
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,204,4
112609325112586,Specktron Upper Egypt,These ads ran without a disclaimer,203,1
100260044903448,دعاء عريبي,دعاء عريبي,187,2
113101433777546,Essam Diab - عصام دياب,Mahmoud Mostafa Ghorab,186,2
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,176,3
308088503057656,النائب محمود عصام,النائب محمود عصام,171,4
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,161,2
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,151,2
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,151,6
100303826313586,حزب صوت الشعب - أمانة محافظة الفيوم,Command,130,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,115,2
105872082337085,الصفحه الرسمية للنائب أحمد عبدالجواد,ابراهيم احمد ابراهيم محمد,115,2
866153827088050,Bankawy - بنكاوى,Hany Adel,108,1
801866783213943,محمد طلبة - Mohamed Tolba,Mohamed Elsayed Tolba,≤100,1
104557275823271,Islamic Coin,These ads ran without a disclaimer,≤100,4
131814203525361,CC Plus,Nourhan Osama,≤100,2
2102862883129084,حجازى للاستشارات القانونية,حجازى للاستشارات القانونية,≤100,1
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,Mahmoud Samy,≤100,1
1424610401122573,هاني العتال - Hany Alattal,محمد السيد عبد الستار,≤100,1
702308816614800,اوناس,These ads ran without a disclaimer,≤100,1
166420296805460,حزب المحافظين,حزب المحافظين,≤100,1
112161944845807,Nevein Basiouny,Muhammad Nash'at,≤100,1
103291013528894,Dr.Mokhtar Gomaa,Ahmed Zaatar,≤100,1
2298420967037841,النائب محمد عزت عرفات,النائب محمد عزت عرفات,≤100,1
103204975886755,البديوي السيد - الصفحة الرسمية,Mohamed Elbedewy,≤100,1
108927510969680,الصفحة الرسمية للنائبة د. صبورة السيد,الصفحة الرسمية للنائبة د. صبورة السيد,≤100,2
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,≤100,1
113278748355236,المستشار الدكتور محمد جبر الأسد,These ads ran without a disclaimer,≤100,1
107096734501088,النائبة منى عمر عضو مجلس النواب,Shymaa Adel,≤100,1
109528261687811,chamblissnation.apparel,These ads ran without a disclaimer,≤100,1
103086629281243,محمد الشنراوي,محمد الشنراوي,≤100,1
1916894871881712,يونس عبدالرازق - Younes abdelrazek,يونس عبدالرازق - Younes abdelrazek,≤100,1
901379033263425,Al saadany -  وزير السعادة السعدني,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
