Location name,Amount spent (NOK)
Akershus,8570
Aust-Agder,1396
Buskerud,3459
Finnmark,1241
Hedmark,2245
Hordaland,7919
Møre og Romsdal,3920
Nord-Trøndelag,2172
Nordland,3766
Oppland,2528
Oslo,10692
Rogaland,5980
Sogn og Fjordane,1372
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,6157
Telemark,2920
Troms,2681
Unknown,≤100
Vest-Agder,2593
Vestfold,4441
Østfold,4063
