Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
503614639975773,Trombitás Kristóf,Megafon,544189,4
224274995688487,Bohár Dániel - Riporter,Megafon,404064,4
128596180810227,Stefi Déri,Megafon,395767,4
776079922494181,Apáti Bence hivatalos oldala,Megafon,394173,4
103946674951254,Kötter Tamás,Megafon,202736,2
543788999005363,ORIGO,Mediaworks Hungary Zrt.,100528,12
191461774219575,hirado.hu,hirado.hu,84702,35
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,82824,6
1534911313439123,Ripost,Ripost,77979,7
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,62738,7
248172631940,Mandiner,Mediaworks Hungary Zrt.,60651,9
112872841638481,Jászberény többet érdemel,Jászságszava,49038,29
178362315106,European Parliament,European Parliament,45127,2
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,38162,5
101645666099188,Dr. Besenyi Orsolya  - Jászberény polgármesterjelöltje,Dr. Besenyi Orsolya,37693,30
108346693873484,Győrffy Balázs,Balazs Gyorffy,36114,4
167604093409160,Promenad24,Csanád Média Kft.,29717,1
298090296092,Orbán Viktor,Fidesz,25674,3
100299381703981,Ps TV,PestiSrácok.hu,25592,5
228261192288,Tények.hu,TV2 Média Csoport Zrt.,25565,1
592204747588011,Momentum Mozgalom,Momentum Mozgalom,25156,6
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,23124,5
451844608304228,Metropol,Metropol,22730,5
131283758531,HVG,HVG Kiadó ZRt.,18550,12
54779960819,United Nations,United Nations with Facebook Ad Credits,17166,9
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,15450,30
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,13635,2
196431174341272,József Felföldi,József Felföldi,13043,3
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,12874,3
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,11643,5
2552532618151148,Újpesti Hírek,Újpesti Hírek,10798,1
110462711892232,DK TV,Demokratikus Koalíció,10722,1
432445257544169,Global City Community,These ads ran without a disclaimer,10112,10
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",9962,1
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,9841,3
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,9356,7
100905288315705,Jelen hetilap,Liberty Press Kft.,8246,6
276554411147,Szabolcs Online,Szabolcs Online,8126,2
147633001941737,kisalfold.hu,kisalfold.hu,8045,2
1237616006358749,Kékes Online,Kékes Online,7880,9
735736549957756,G7.hu,G7.hu Nonprofit Zrt.,7826,1
221761091331222,Danube Institute,Danube Institute,7780,17
296310837699,vaol.hu,Mediaworks Hungary Zrt.,7746,2
108248022589754,Bosch Magyarország,Bosch Magyarország,7649,6
116905388345518,veol.hu,Mediaworks Hungary Zrt.,7537,2
147547541961576,Council of the European Union,Council of the European Union,7301,4
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,7152,6
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,7118,2
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,6820,2
643617389449101,Kalocsai Lokálpatrióta Egyesület,Dr. Bagó Zoltán,6817,1
1487569941539650,Tanítanék,Humán Platform,6756,1
122922027734811,feol.hu,Mediaworks Hungary Zrt.,6618,2
101028767982783,Ne dolgozz ingyen,PDSZ - Pedagógusok Demokratikus Szakszervezete,6568,2
378262582292757,Vécsey László,FIDESZ Magyar Polgári Szövetség,6064,6
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,5996,2
320986996098,zaol.hu,Mediaworks Hungary Zrt.,5959,2
192197134141523,LMP Miskolc - BAZ megye,LMP - Magyarország Zöld Pártja,5936,1
430246420380967,Mirkóczki Ádám,Mirkóczki Ádám,5596,1
326763130286,Borsod Online,Borsod Online,5534,2
129255963785124,Heol.hu,Heol.hu,5259,2
170187966339475,Life.hu,Mediaworks Hungary Zrt.,5078,3
762305787130420,Józsefvárosi Fidesz,Józsefvárosi Fidesz,5023,2
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,4913,2
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,4881,2
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,4759,4
183723231644096,Szita Károly,Szita Károly,4618,1
876772425797119,Hölvényi György,Hölvényi György,4471,2
76748198685,Budapest Pride,Budapest Pride,4201,2
125953004085398,Kemma.hu,Kemma.hu,4090,2
264210363649459,Élő Norbert,Élő Norbert,4058,2
109565208474856,Startlap - Utazás tippek,Central Médiacsoport Zrt.,4045,2
142116653162328,Márki-Zay Péter,Márki-Zay Péter,3903,5
2341539762837341,Vác Város Önkormányzata,Vác Város Önkormányzata,3863,5
506244332746545,TEOL.hu,TEOL.hu,3756,2
