Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
102329728050606,Yes23,Yes23,18300,37
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,13227,288
334563333634959,Australian Government Department of Education,Australian Government Department of Education,5474,7
119271104477423,Save Your Local Pharmacy,The Pharmacy Guild of Australia,4261,35
532962446729390,Australian Families,Department of Social Services,4156,49
516285871759553,Don Farrell,Don Farrell,4006,230
108695110952294,Greens MPs,Greens MPs,3936,28
1622506634677043,Senator Jacinta Nampijinpa Price,Jacinta Nampijinpa Price,3892,48
101589645013040,Thrive by Five,Thrive By Five,3715,12
1621692424754301,Minderoo Foundation,Minderoo Foundation,3577,9
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,3019,54
182564410468,Australia for UNHCR,Australia for UNHCR,2996,69
233539463360143,Mining & Energy Union,CFMEU Mining & Energy,2977,5
351313714891862,Australian Good Meat,Meat & Livestock Australia,2940,11
154616781258889,Good Shepherd Australia New Zealand,Good Shepherd Australia New Zealand,2739,16
113998151684022,Referendum News,Advance Australia,2733,36
345960425540557,The Climate Council,The Climate Council,2663,98
157812980921536,Environmental Defenders Office,Environmental Defenders Office,2611,150
404948826259784,Senator James McGrath - Fighting for Queensland,Senator James McGrath - Fighting for Queensland,2608,8
105348385388237,Senator Babet,Senator Babet,2607,12
299753643444311,AEC,Australian Electoral Commission,2446,2
1125047917526728,Murray Watt - Senator for Queensland,Murray Watt - Senator for Queensland,2421,19
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,2206,35
160054227468,World Vision Australia,World Vision Australia,2169,11
283210225077432,Senator Mehreen Faruqi,Senator Mehreen Faruqi,2114,2
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,Ted O'Brien MP,2079,2
103835705175614,Royal Flying Doctor Service Victoria,These ads ran without a disclaimer,2026,21
328245481103110,Senator Alex Antic,Alex Antic,1969,10
225761522187219,Turning Point Australia,Turning Point Australia Pty Ltd,1891,82
161362980895853,Senator Jonno Duniam,Senator Jonathon Duniam,1845,8
2094721964134949,Senator Paul Scarr,Senator Paul Scarr,1480,7
1776727752614025,Glencore,Glencore Australia,1472,19
161854162881,Greenfleet,Greenfleet,1382,58
219798558043441,Humpty Dumpty Foundation,Humpty Dumpty Foundation,1305,8
134712696593275,Dan Andrews,Daniel Andrews MP,1246,34
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,1092,11
104180525925926,Fair Australia,Advance Australia,1088,32
936147539773859,Great Barrier Reef Foundation,Great Barrier Reef Foundation,1088,5
471390022952217,APPEA - Our Natural Advantage,APPEA,1084,47
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1060,36
92824008332,Plan International Australia,Plan International Australia,1033,17
184778112152,WaterAid Australia,WaterAid Australia,1010,50
89794331215,Oxfam,Oxfam Australia,997,59
8422338499,The Wilderness Society,The Wilderness Society,920,48
494820897261439,Bank Australia,Bank Australia,899,34
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,889,12
12173141558,Amanda Rishworth MP,Amanda Rishworth MP,839,9
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,795,34
255774254930728,Bart Mellish MP,Bart Mellish MP,791,9
156271657717715,Nature NSW,Nature Conservation Council of NSW,788,43
206261246078617,Origin Energy,These ads ran without a disclaimer,693,1
536780606335962,Michelle Landry,Michelle Landry,686,6
146307378744087,The Victorian Electoral Commission,Victorian Electoral Commission,678,2
117806591312470,Not Enough,Advance Australia,678,18
90728602000,Greening Australia,Greening Australia,676,9
329777267205680,ACT Government,ACT Government,660,15
49991482906,Tearfund Australia,Tearfund Australia,620,20
2067887946766818,Senator Claire Chandler,Senator Claire Chandler,608,2
387624131383295,Dept of Communities and Justice NSW - stronger together,Department of Communities and Justice,590,2
105140971475089,Chuffed.org - Australia,Chuffed.org,559,4
171208803080734,Simon Birmingham,Simon Birmingham,544,12
101791315693,Destiny Rescue,Destiny Rescue,526,7
159541697531443,Mark Ryan MP,Mark Ryan,522,15
580463748688717,Jenny Leong,Jenny Leong MP,514,2
145347352187764,UN Women Australia,UN Women Australia,513,12
107939487783753,Garth Hamilton MP,Garth Hamilton MP,504,12
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,501,8
1533558346882013,Scott Stewart MP - Member for Townsville,Scott Stewart MP,491,14
395174637282859,Yvette D'Ath MP,Yvette D'Ath MP,486,15
788385304507966,Joe Kelly MP,Joe Kelly MP,485,13
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,455,104
108381455902627,Australian Christian Lobby,Australian Christian Lobby,451,6
59024478936,Monash University,Monash University,441,16
120075541104233,Gold Coast Labor,Queensland Labor,437,3
231341250224498,Australian Ethical Investment,Australian Ethical Investment,434,78
2095657470702857,Senator Susan McDonald,Senator Susan McDonald,434,2
418405098224592,350.org Australia,350.org Australia,434,45
121201504755819,Animal Justice Party AJP Victoria,Animal Justice Party,433,19
103259978010848,SA Government,South Australian Government,428,47
125627804305487,Rick Wilson,Rick Wilson,427,8
612853245438547,Mick de Brenni,Mick de Brenni,426,10
98433455545,The Hunger Project Australia,The Hunger Project Australia,424,21
118601381509264,Public Transport Victoria,Public Transport Victoria,418,1
332509390785960,Angie Bell MP,Angie Bell MP,414,4
195538532456,UNICEF Australia,UNICEF Australia,403,10
289973794486663,Craig Crawford MP,Craig Crawford MP,398,8
244639282927426,Senator Gerard Rennick,Senator Gerard Rennick,395,4
1766598643576242,Place Score,PLACESCORE,386,9
214580121886337,The Ethics Centre,The Ethics Centre,380,9
