Location name,Amount spent (ZAR)
Eastern Cape,727
Free State,616
Gauteng,4961
KwaZulu-Natal,1352
Limpopo,817
Mpumalanga,924
North West,495
Northern Cape,129
Unknown,≤100
Western Cape,10359
