Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
108136530968730,おねがい社長！,These ads ran without a disclaimer,354470,44
265075920177069,陸上自衛隊 Japan Ground Self-Defense Force,陸上自衛隊 Japan Ground Self-Defense Force,153577,38
1904070096535109,スマート選挙,株式会社センキョ,54922,11
413847335481057,起業の学校 Willfu 社会人講座,These ads ran without a disclaimer,44372,4
110284292010391,オリックス・クレジット株式会社,These ads ran without a disclaimer,25621,1
684161888345926,西日本新聞me,西日本新聞me,25087,34
651455718373362,ハイクラスに特化した転職支援『転機』,These ads ran without a disclaimer,21978,1
110058508784307,ライズ・アップ・ジャパン,株式会社経営科学出版,21583,4
172980666081766,Seminars セミナーズ,These ads ran without a disclaimer,21034,1
148562291987208,ザ・ホワイトデンタルクリニック,These ads ran without a disclaimer,15169,9
604274979913078,LITALICO仕事ナビ,These ads ran without a disclaimer,14832,1
119837807745839,The_white_dentalclinic,These ads ran without a disclaimer,12390,3
298060150283457,大分県日出町,大分県日出町,10999,25
208661552479830,日本財団,日本財団,10775,1
425742864543901,GMOあおぞらネット銀行,These ads ran without a disclaimer,9179,2
236759056348950,早稲田塾,These ads ran without a disclaimer,7492,4
281777375260988,オッズパーク,These ads ran without a disclaimer,7187,1
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,7148,4
113459921370251,Misosoooup,These ads ran without a disclaimer,5517,4
102468941548369,宮城県民共済,宮城県民共済,5078,3
501174560264857,VENTURE FOR JAPAN,These ads ran without a disclaimer,4819,1
140618006024953,東日本医療専門学校,These ads ran without a disclaimer,4487,1
112971385070778,リドラボ,These ads ran without a disclaimer,4270,1
106781255766201,ザ・ホワイト　デンタルクリニック,These ads ran without a disclaimer,4004,1
173291492700083,Ｚ会,These ads ran without a disclaimer,3642,1
101670529300997,未来甲賀市2023 若者政策アイデアコンテスト,NPO法人ドットジェイピー,3553,1
104533215755145,ZOE_Japan,ZOE Japan,3377,3
1662540687318080,千葉じゅんこ【新しい岩手をつくる会】,千葉じゅんこ【新しい岩手をつくる会】,2183,2
100140329094518,ロータリーハウス不動産,These ads ran without a disclaimer,1801,1
202026293187145,鯖江市地域活性化プランコンテスト,特定非営利活動法人エル・コミュニティ,1782,1
676873696061766,ブレインコントロールコーチ　荒井隆秀,ブレインコントロールコーチ　荒井隆秀,1752,1
115906938107278,森山さとる,森山さとる後援会,1622,1
109843215371766,映画『おまえの罪を自白しろ』,These ads ran without a disclaimer,1549,2
102492272668135,カーライフの追求,These ads ran without a disclaimer,1231,1
183768428314416,女性社長.net （joseishacho.net）,These ads ran without a disclaimer,1168,1
676655469036670,松下政経塾,松下政経塾,984,2
1806526749433046,伊藤アナリスト,These ads ran without a disclaimer,722,3
1621936421357167,藤崎町観光情報サイト ふじさんぽ,株式会社コンシス,631,1
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,573,1
1566073946957306,衆議院議員 さかい学 （横浜市戸塚区・泉区・瀬谷区）,自由民主党神奈川県第五選挙区支部（衆議院議員さかい学事務所）,538,1
102102205318954,Sakura_mocchi,These ads ran without a disclaimer,308,1
115620898218769,On fleek！,These ads ran without a disclaimer,293,1
103271259460852,layovv_official,These ads ran without a disclaimer,262,1
113154441705767,不動産aiチャット-不動産のAIアシスタント,These ads ran without a disclaimer,208,1
168869767018564,白石洋一よういち,白石洋一後援会,179,1
1812425055659979,介護ワーカー,These ads ran without a disclaimer,≤100,1
256504371891671,the-issues.jp,the-issues.jp,≤100,6
536262416434799,NewsPicks（ニューズピックス）,These ads ran without a disclaimer,≤100,1
109495178540313,沖倉国悦【六層連動操法】,These ads ran without a disclaimer,≤100,1
105902672565367,The Daily Newsline,These ads ran without a disclaimer,≤100,1
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100,1
113337148321401,山陰と旅する指輪,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
109226351931340,Jimena Gonzalez,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,3
137412866820,RSL Awards,These ads ran without a disclaimer,≤100,1
104762075732099,Fany Pineda,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
2302955050018469,PedagogicaMente,These ads ran without a disclaimer,≤100,1
109900558291787,Badger Business,These ads ran without a disclaimer,≤100,1
