Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
102639461303190,Fair Pay For All,Fair Pay For All,7273,181
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),5960,35
241312696375349,National Education Union,National Education Union,4597,56
311627208673,WWF UK,WWF UK,4300,65
7715002593,UNICEF UK,Unicef UK,4131,10
220543443746,International Rescue Committee - UK,International Rescue Committee UK,3488,6
9250349228,Greenpeace UK,Greenpeace UK,2494,27
220832481274508,Premier League,Premier League,2333,1
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1993,77
10677003998,Shelter,Shelter,1856,412
158077247591710,Refuge,Refuge,1781,174
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1746,43
514212165305248,Leigh Day,Leigh Day,1631,101
799576543492660,The Week Junior,The Week Junior,1624,60
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,1574,2
13047522725,Crimestoppers,Crimestoppers,1204,100
35671512696,World Animal Protection UK,World Animal Protection UK,1165,73
45986010500,Barnardo's,Barnardo's,1156,10
10499876484,Compassion in World Farming,Compassion in World Farming,1145,72
483680375497477,Shell Energy,Shell Energy Retail Limited,1111,20
121936349543,World Vision UK,World Vision UK,1104,23
348366988862054,Oxfam Campaigns,Oxfam Great Britain,972,10
26698813123,British Red Cross,British Red Cross,919,3
268801635305,Breast Cancer Now,Breast Cancer Now,877,8
10114144851,NSPCC,NSPCC,868,18
7043497714,Christian Aid,Christian Aid,865,34
1613092172114946,DWP Digital,Department for Work and Pensions,773,4
21242962092,ClientEarth,ClientEarth,685,10
101255718164248,350 UK,350.org,656,16
1160491283986885,Parent Club Scotland,Parent Club Scotland,636,21
177855115588808,The Week UK,The Week UK,635,28
7624294394,Amnesty International UK,Amnesty International UK,626,50
7527864602,WaterAid UK,WaterAid UK,619,40
108951391565231,Help to Heat,Huw John Llewellyn,599,15
6366026879,Dogs Trust,Dogs Trust,594,6
18168505158,The Woodland Trust,Woodland Trust,585,55
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,560,4
59367068326,The Ramblers,The Ramblers,560,10
1738524969810037,Mission India UK,Mission India UK,545,5
211614899544570,Long Live The Local,British Beer & Pub Association,506,32
6233536938,War Child UK,War Child UK,494,63
107310464728068,Britain Remade,BRM Futures Limited,471,22
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,462,14
165099760197787,Welsh Government,Welsh Government,460,163
106946654868342,Water's Worth Saving,Water UK,448,131
841894835830532,Electoral Commission UK,Electoral Commission UK,414,15
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,408,24
1046117708754519,Care4Calais,Care4Calais,392,19
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,383,9
200006375787,38 Degrees,38 Degrees,381,4
11965205188,Practical Action,Practical Action,377,15
195754307110390,Right To Life UK,Right To Life UK,352,4
210786739051667,Woodland Trust Cymru,Woodland Trust,312,8
208573062515662,Freedom from Torture,Freedom from Torture,309,34
1660600037490738,Guardian Labs,Guardian Labs,303,10
112712550420527,Ekō UK,SumOfUs,300,1
713179875369048,London Gov,The Greater London Authority,297,9
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,275,13
249209468838241,Good Law Project,Good Law Project,271,31
102639461303190,Fair Pay For All,Maddison Clarke,267,30
912590792245688,NHS Negligence Claims,Online Legal Limited,264,1
88845925295,Fairtrade Foundation,Fairtrade Foundation,259,18
274651352565844,Oltco Ltd,Oltco Ltd,256,112
39605200520,ActionAid UK,ActionAid UK,254,14
47612991154,Dignity in Dying,Dignity in Dying,243,7
698773137204706,Give My View,Built-ID,238,6
105325515394672,Local Recovery,Local Recovery,233,29
54605029793,British Medical Association,British Medical Association,227,1
34994060032,Students' Union UCL,Students' Union UCL,222,12
112712550420527,Ekō UK,Ekō,222,4
104117508042217,Spitting Image,Fifty Technology Ltd.,214,1
1645963095654688,Healthier Scotland,The Scottish Government,213,4
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,211,12
358706239805,Scope,Scope,211,3
490007667679401,Hugh James,Hugh James,208,6
2047806148766050,Animal Equality UK,Animal Equality UK,200,3
404114017051274,The Proud Trust,The Proud Trust,198,3
166335402260,Scottish Water,Scottish Water,198,2
101958682650112,ESG UK,Energy Saving Grants,195,50
102734363097680,Group B Strep Support (GBSS),Group B Strep Support (GBSS),194,12
175338329150218,Help For Heroes,Help for Heroes,194,143
18366996074,War on Want,War on Want,189,19
