Location name,Amount spent (PKR)
Azad Kashmir,700
Balochistan,893
Federally Administered Tribal Areas,209
Gilgit-Baltistan,415
Islamabad Capital Territory,1052
Khyber Pakhtunkhwa,5151
Punjab,17909
Sindh,9735
Unknown,≤100
