Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,2252,5
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,2133,4
107217383988190,מגזין אפוק,Epoch Magazine,2090,27
121022057648728,"עו""ד דורון ברזילי - לראשות לשכת עורכי הדין",דורון ברזילי,1940,27
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1434,35
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,1399,4
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,1370,16
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,1342,11
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1314,5
190739554295848,אפי נוה,אפי נוה,1269,4
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,1041,4
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,976,6
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",887,4
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,883,4
377161539406940,רפי סער,רפי סער,831,3
295041184911,עמל- הרב תחומי,Amalnet,745,4
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",730,16
204780362875106,מקור ראשון,מקור ראשון,712,90
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,668,2
150003831696805,Tsofen  تسوفن   צופן,Tsofen تسوفن צופן,651,75
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,589,8
604890186681585,מור ויצמן,Mor Weitzman,584,1
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,569,8
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,561,4
168898066479983,עיריית עכו,עיריית עכו,544,5
1824323844461002,יקיר שינדלר,יקיר שינדלר,541,1
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,533,4
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,495,9
117177111377152,Шломи Лахьяни,שלומי לחיאני,471,2
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,471,4
161096657252221,שוברים שתיקה,שוברים שתיקה,441,4
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,438,29
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,437,3
100978407934166,תנועה ישראלית,Israeli Movement,430,13
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,416,21
103851895179872,אמהות לביאות,Nataly Milner,403,2
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,384,30
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,373,3
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,366,6
136456246407342,לשכת סוכני ביטוח,לשכת סוכני ביטוח,335,1
155361257852670,AM:PM - City market,AM:PM - City market,329,5
190032861033009,השומר החדש,השומר החדש,325,1
108099935457173,עו״ד ארז צ׳צ׳קס לראשות ועד מחוז ירושלים,Erez Chachkes,317,9
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,311,6
101647039451638,בנק ישראל - לעסקים,These ads ran without a disclaimer,311,1
1372218169585611,"איתי מתיתיהו - סגן ראש עיריית ראשון לציון, מחזיק תיק הצעירים והנוער",Itay Matityahu,310,3
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,304,3
108003595625725,"עו""ד תומר בכר לראשות מחוז תל אביב בלשכת עורכי הדין",Tomer Bechar,302,15
1508923232754893,מועצה אזורית שומרון,המועצה האיזורית שומרון,300,1
468634849844348,עיריית אור יהודה,עיריית אור יהודה,292,2
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,292,6
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",289,22
163213311020271,רונן סלטון לראשות המועצה,Ilan Yehezkel,288,4
109221276098008,מעוף משרות דרושים - Maof Jobs Page,Maof,287,3
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,280,6
310448006908,Ofir Akunis - אופיר אקוניס,Ofir Akunis - אופיר אקוניס,274,1
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,273,2
370270343005611,ישראל ביתנו,Avigdor Liberman - אביגדור ליברמן,269,4
108979322204008,יוסי דגן - yosi dagan,יוסי דגן,269,1
108787681841168,רישיון נשק בקליק,Michael Michel Levi,264,2
103085619445870,ניר ברכיה משרד עורכי דין,Michael Michel Levi,264,2
767262423350854,פורום הדיור הציבורי,Danny Gigi,258,2
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,249,1
101150939360646,בנק ישראל - הלוואות לעסקים,These ads ran without a disclaimer,248,1
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,242,1
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,237,2
561328147655037,רחובות חופשית,רחובות חופשית,235,3
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,232,20
240626859400146,Gilad Kariv - גלעד קריב,Gilad Kariv - גלעד קריב,230,9
103428925850338,אבי סלמה - נתניה,Avi Slama,226,2
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,224,4
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,216,2
104222621115858,הביטחוניסטים,הביטחוניסטים,209,14
615531405455497,הדר לביא,הדר לביא,206,6
676200292418258,הרב יאשיהו פינטו - Rabbi Yoshiyahu Pinto,These ads ran without a disclaimer,206,3
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,206,2
166981530486600,המכון למדיניות העם היהודי - The Jewish People Policy Institute,The Jewish People Policy Institute,205,2
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,201,2
112081888435562,Эли Ярив,Эли Ярив,198,3
182055351857379,"שח""ם - ארגון השחקנים והשחקניות בישראל","שח""ם - ארגון השחקנים בישראל",195,1
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,192,2
2241550506131359,שמואל בוקסר,שמואל בוקסר,192,2
109242871232111,מתן בארי,Matan Beer'i,190,1
562315384163994,עדי לוי סקופ לראשות העיר כפר סבא,עדי לוי סקופ לראשות העיר כפר סבא,189,3
105882429103143,ערן פרלמן לראשות העיר הוד השרון,ערן פרלמן,189,5
124191360932729,התעוררות בירושלים,התעוררות בירושלים,189,5
110849095353510,"עו""ד חיה מנע לראשות מחוז תל אביב בלשכת עורכי הדין",Haya Mena,189,8
111707201911192,"עו""ד אדיר צבי - Adir Zvi Adv",Adir Zvi,189,7
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,183,1
104507095974550,שלמה ששון מנסורה לראשות מועצת מעלה יוסף,שלמה ששון מנסורה,183,3
362811203779336,ספרייה ומרכז הנצחה בקריית טבעון,ספרייה ומרכז הנצחה בקריית טבעון,180,3
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,178,4
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,176,5
166161510917460,קובי אביבי ראש המועצה האזורית באר טוביה,קובי אביבי ראש המועצה האזורית באר טוביה,175,2
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,175,56
102983604572708,איטל בציר אלשיך Ital Batzir Alsheh - חברת מועצת העיר רחובות,איטל בציר אלשיך Ital Batzir Alsheh - חברת מועצת העיר רחובות,175,2
105696862520128,עדי נאמן לראשות באר טוביה,עדי נאמן,173,3
102703162781358,הדס שקד - נכונה לגלבוע,הדס שקד - נכונה לגלבוע,170,8
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,167,4
107476928307805,אשדודי - יש לנו חדשות בשבילך,אשדודי - יש לנו חדשות בשבילך,167,2
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,166,1
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,162,8
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,154,2
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,153,2
340069009019,ice אייס,ice אייס,152,7
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,149,4
112210295510027,World Zionist Organization - ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,147,2
849824028408565,תנועת אם תרצו,תנועת אם תרצו,147,6
524120487653662,דב צור,Dov Zur,147,1
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",146,6
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,146,6
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",145,4
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",145,6
221885774492166,לשכת המסחר,לשכת המסחר,145,2
203379449685023,לוחמים לשלום,לוחמים לשלום,144,2
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,142,4
137449656335533,Amnesty International Israel,Amnesty International Israel,142,7
443505192443192,A Land for All ארץ לכולם بلاد للجميع,A Land for All ארץ לכולם بلاد للجميع,141,4
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,139,1
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,137,6
1029616787159895,יהודה דואה - הבחירה הנכונה לראשות המועצה,Yehuda Dua,134,4
219091481560790,מרים פיירברג - איכר,נתניה אחת,134,1
106895605678077,מחאת המילואימניקים,מילואימניקים,132,1
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",131,2
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,127,10
115456451553737,יונה יהב,יונה יהב,123,1
546024288762312,"ד""ר יחיאל לסרי","ד""ר יחיאל לסרי",123,3
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי,123,5
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,121,1
167657276622943,אראל מרגלית - Erel Margalit,אראל מרגלית - Erel Margalit,119,1
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,118,1
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,118,1
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,117,2
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,116,7
216394682076449,צילה רשף מועצת זכרון יעקב,צילה רשף מועצת זכרון יעקב,114,3
655074111504644,تاغ ميئير: أمل، لا إرهاب,تاغ ميئير: أمل، لا إرهاب,113,3
112518865169237,"לשכה אחרת, לכולם - בראשות עו""ד גיא סרוסי","עו""ד גיא סרוסי",112,11
114869678131807,משמר החינוך הממלכתי,משמר החינוך,112,12
173718822661352,מהפך - تغيير,מהפך - تغيير,111,3
103546549403297,ניהול משברים,Ben Horin Alexandrovitz,111,2
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,109,4
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,109,4
100663859328863,עופרי סיידה,עופרי סיידה,106,2
542570405790244,יהודה מורדי - Yehuda Moradi,מורדי יהודה,102,1
