Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
184257548280251,Alberta's NDP,Alberta's NDP,7992,8
270323369737229,Elections Alberta,Elections Alberta,2768,24
168106993245736,Canada Post,Canada Post,2210,3
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,2128,211
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,1955,13
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1905,13
6319213302,Heart & Stroke,Heart & Stroke,1776,25
232428989879,Maybelline New York,Maybelline New York,1636,12
118314421234127,Manitoba Watch 2023,Canada Growth Council,1506,2
102828041144081,Here For Students,Here For Students,1464,7
376006035816016,Storyworth,These ads ran without a disclaimer,1251,11
105020357850802,Pivot,Pivot,1199,21
689157954518219,Danielle Smith,United Conservative Party,1168,16
154450024654,BC Teachers' Federation (BCTF),BC Teachers' Federation,1076,30
186752164845450,Ana Bailao,Ana Bailao,1023,1
117109432079,CAMH Foundation,CAMH Foundation,1009,34
104386908631938,Pathways Alliance,Pathways Alliance,988,18
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,977,13
439345863190331,Brad Bradford,Brad Bradford Campaign,855,4
154462904588700,Enbridge Gas,Enbridge Gas,789,67
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),741,13
27234020592,UNICEF Canada,UNICEF Canada,725,13
106183171866567,Fairness for Drivers,Fairness for Drivers,681,19
23543314803,CUPE SCFP,CUPE SCFP,658,8
163292090362894,Heart & Stroke Lottery,Heart & Stroke Lottery,598,2
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,574,26
115835521825983,UNHCR Canada,UNHCR Canada,559,83
281999881613,World Vision Canada,World Vision Canada,558,5
247550302115830,Elections Saskatchewan,Elections Saskatchewan,539,2
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,537,28
283487578481273,Énergir,Énergir,526,10
106172275200668,GetBuilding,GetBuilding,517,11
453724058039992,viaSport British Columbia,viaSport British Columbia,512,19
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,499,59
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,Nature Conservancy of Canada / Conservation de la nature Canada,486,74
19750184960,Greenpeace Canada,Greenpeace Canada,465,203
35715544220,Stand.earth,Stand.earth,463,21
110905578614041,Drax Group Canada,Drax Group Canada,463,88
268823146480333,Fondation INCA,INCA,461,24
1552535648153466,Higher Landing Inc.,Higher Landing Inc.,410,2
1097840090260804,National Police Federation,National Police Federation,396,128
31912359596,University of Saskatchewan,University of Saskatchewan,390,9
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,369,204
1583430205202800,City of Toronto,City of Toronto - Your Local Government,362,5
200480966638039,Supremacy 1914,These ads ran without a disclaimer,362,2
510183342342621,Bell MTS,Lavanya Rajaian,358,4
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,356,12
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,351,45
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,342,16
2157595277852262,Anthony Perruzza,Anthony Perruzza for Mayor,342,7
53321777320,Coeur + AVC,Coeur + AVC,342,21
160136850711053,CUPE Ontario,CUPE Ontario,329,12
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,324,2
901776976544599,RBC Wealth Management,RBC Wealth Management,316,2
397610640623766,Saskatchewan Teachers' Federation,Saskatchewan Teachers' Federation,310,9
107385241806,Plan International Canada,Plan International Canada,299,62
102657602641527,Sachit Mehra,Sachit Mehra,298,16
143249880633,World Animal Protection Canada,World Animal Protection Canada,297,30
203485052997041,Hospital Employees' Union,Hospital Employees' Union,293,6
114849617772737,Care2 Canada,Press Pause Collective,292,13
177741812241442,SCFP-Québec,le SCFP,287,72
9333642607,TELUS,TELUS,275,5
149042028439970,Alberta Federation of Labour,Alberta Federation of Labour,268,2
