Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
102845669064210,Danuše Nerudová,Danuše Nerudová,137118,73
102389958091735,Generál Pavel,Petr Pavel,75827,36
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,14668,22
295889117124834,Tipsport,Tipsport,14505,9
210778132327279,Prima,Prima,10587,7
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,8333,16
1934837773438430,Pavel Fischer,Pavel Fischer,6115,8
287724754662359,HateFree Culture,HateFree Culture,4226,1
2277494545898464,The Eco Experts,These ads ran without a disclaimer,3302,1
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,2858,9
104973324963751,Kladnobezhazardu.cz,Kladnobezhazardu.cz,2591,3
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,2222,12
267806570729225,Národní Noviny,Hrubon Rudolf,2086,5
197010357446014,Ondřej Prokop,Ondrej Prokop,1899,4
236211929833146,Tomáš Zima,Společnost ZFP s.r.o.,1836,30
104240328634520,Jaroslav Bašta - SPD,Jaroslav Bašta - SPD,1549,3
280411075659709,Marek Hilšer,Marek Hilšer,1368,2
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1306,8
120461304659141,O2 CZ,O2 Czech republic,1289,1
123858471641,iROZHLAS.cz,Český rozhlas,1178,2
223117541065037,Karel Janeček,Karel Janeček,1146,3
1946199718979407,Volební průzkum,Oto Válek,1133,3
251656685576,KDU-ČSL,KDU-ČSL,1038,11
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,957,3
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,922,4
214827221987263,Andrej Babiš,ANO,916,1
137301989386,Aktuálně.cz,Aktuálně.cz,891,3
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",890,18
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",868,10
106534015041138,Kohonevolit.cz,Kohonevolit z. s.,859,1
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,780,4
52479821102,Týdeník Respekt,Týdeník Respekt,776,8
1870450529906750,TERA.cz,TERA Systems s.r.o.,710,3
424114981002397,Český rozhlas Plus,Český rozhlas,700,26
345130612167293,Demagog.CZ,Demagog.cz,695,3
202451429883,Novinky.cz,Borgis a. s.,681,1
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,673,4
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,613,2
693725074166331,Naše zdravotnictví,Naše zdravotnictví,580,6
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,567,1
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",550,4
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,540,1
416970502094774,Jarda Chalupský,Vondracek Libor,515,1
634087193362282,Společnost pro obranu svobody projevu,Společnost pro obranu svobody projevu,513,1
50154761945,Živě.cz,CZECH NEWS CENTER a. s.,500,1
132373033451174,PR Klub,"PR Klub, z. s.",459,2
194467420912201,Já volím děti,Já volím děti,412,11
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,399,2
1151511744877743,Radostné Česko,Radostné Česko,343,1
183947234987295,Ministerstvo vnitra,Ministerstvo vnitra ČR,333,5
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,328,4
107563435940797,Skanska v ČR a SR,Skanska,313,2
113437470509035,Za normální svět,Karel Halačka,283,2
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,276,2
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,268,7
332418787330819,VOK - Volba pro kraj,"Volba pro kraj, politické hnutí",259,1
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková,256,3
460558621177512,Zálohujme.cz,Zálohujme,254,1
356451014434612,Marian Jurečka,KDU-ČSL,250,3
432445257544169,Global City Community,These ads ran without a disclaimer,249,10
1797185020366096,Scale,Scale,246,1
284944781875,EURACTIV.cz,EURACTIV.cz,244,8
120764052849694,World News 24,"World News Media, s.r.o.",234,1
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,218,3
733410133337387,Michaela Šojdrová,Michaela Šojdrová,217,3
1462730514044633,ČtiDoma.cz,Jan Šercl,213,2
129090553792481,Central Group,CENTRAL GROUP a.s.,204,2
1833777390242834,Centrum PANT,Centrum PANT,200,3
104178915762560,"Lidé za Tomáše Zimu, Tomáš Zima prezidentem",Jirka Bejlovec,198,1
799083753454179,Voxpot,Voxpot z. ú.,187,4
378827025796132,Peak.cz,Peak.cz,184,12
110208494972750,"Eva Rajchmanová, senátorka za Hodonínsko a Kyjovsko",KDU-ČSL,183,7
54779960819,United Nations,United Nations with Facebook Ad Credits,182,9
1469427909957890,Reportér magazín,Reportér magazín,181,1
325598224118133,Viessmann,These ads ran without a disclaimer,180,8
220953819920676,Ministr Zdraví,Ministr Zdraví Z.U.,172,1
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,167,2
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,159,1
109501160564065,Mariana Čapková - místostarostka Prahy 6,PRAHA SOBĚ,157,3
711658465662315,XTV,XTV,154,2
124212050978293,Kverulant org,Kverulant org,152,2
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,150,2
178362315106,European Parliament,European Parliament,147,2
131404269206,Asistence,Dark Side,146,1
110956868499445,Andrej Babiš premiérem,Karel Halačka,144,1
1701718886552103,Moje Evropa,Moje Evropa,144,1
104940818596176,Akordy Václava Hnátka,Michaela Kaufmanová,138,2
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,129,1
110854265157305,Zavolíme,Zavolíme,128,2
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,125,1
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,124,4
636362799772077,Jan Železný - komentáře,ŽELEZNY JAN,121,1
111041662264882,ČSSD,ČSSD,120,1
321762510282,Michal Kučera,Michal Kučera,118,3
495496033796328,Stanislav Blaha,Stanislav Blaha,112,1
117823623864,Transparency International ČR,Transparency International ČR,110,3
257529307701966,Jiří Pospíšil,TOP 09,107,1
203833483473,Deník Referendum,Denik Referendum,103,1
159736174123806,Železná koule,Železná koule,102,2
2162098357336454,Pražská EVVOluce,BEZK,≤100,1
2108659169383946,František Talíř,KDU-ČSL,≤100,1
106964170770258,Mystická krása Eurasie,Hachran Jan,≤100,1
58864692622,Český rozhlas Vltava,Český rozhlas,≤100,1
523450094407778,Marek Ženíšek,TOP 09,≤100,1
2156599824411421,"Vojtěch Kos, starosta Prahy 12",Vojtěch Kos,≤100,1
103123001340222,Jiří Hlavenka,"Jiří Hlavenka, radní Jihomoravského kraje",≤100,1
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,≤100,1
605344673146669,Piráti Česká Třebová,Česká pirátská strana,≤100,2
2198949580361251,Marek Viskot,Marek Viskot,≤100,1
301822519940245,Piráti Žatec,ČESKÁ PIRÁTSKÁ STRANA,≤100,1
1393826507513693,"Jan Recman, místostarosta Prahy 2",Občanská demokratická strana,≤100,1
100609955039699,Corrency,Corrency,≤100,2
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,≤100,1
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100,1
265056436921261,NOVÁ SÍŤ,Nová síť z.s.,≤100,2
317530692148022,Evropa v datech,Evropa v datech,≤100,2
101937231589371,Čestmír Bouda,Čestmír Bouda,≤100,2
171936526824,EKONOM.cz,"Economia, a.s.",≤100,1
1417899661810512,Participace 21,Decision 21,≤100,1
104208542332869,"Fridays for cars, energy and freedom - CZ",Fridays For Cars CZ,≤100,1
100713699374019,Richard Brabec,Richard Brabec,≤100,1
113339861358429,Vojtěch Mikoláš - místostarosta Prahy 12,Vojtěch Mikoláš,≤100,2
137840073155,Asociace pro mezinárodní otázky/Association for International Affairs,These ads ran without a disclaimer,≤100,1
288004403427,"Friedrich-Ebert-Stiftung, zastoupení v České republice","Friedrich-Ebert-Stiftung, zastoupení v České republice",≤100,1
1571432816412854,Ministerstvo pro místní rozvoj,Ministerstvo pro místní rozvoj ČR,≤100,1
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,≤100,14
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100,1
112503423634725,Josef Bazala,KDU-ČSL,≤100,2
164024787880257,Adapterra,Nadace Partnerství,≤100,1
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková,≤100,1
174546373212301,Jsme Levice,Levice,≤100,1
1439143123070953,Svoboda a přímá demokracie  Liberecký kraj - SPD,Radovan Vích,≤100,1
321754948555757,Vojtěch Krňanský,Vojtěch Krňanský,≤100,1
745225392241191,Primagas Česká republika,PRIMAGAS s.r.o.,≤100,2
140017002702721,PRO LEPŠÍ LOUNY,Pavel Janda,≤100,1
111310744394681,farmaceut_na_materske,These ads ran without a disclaimer,≤100,1
100737795930031,Dan Leština,Dan Leština,≤100,1
106219981295816,PEPŘ - Pirátské epicentrum Přerov,Česká pirátská strana,≤100,1
101292102824575,Petr Vlasák - místostarosta břeclavský,Petr Vlasák,≤100,1
369035059843617,REMAX Delux,Tomáš Šimek,≤100,1
103265981318883,LOUNY SPOLEČNĚ,Louny Společně,≤100,1
101272355932525,Igor Hendrych - poslanec Moravskoslezského kraje,Igor Hendrych,≤100,2
100528438562922,Oznam.to,Lexnova s.r.o.,≤100,1
145185683825,IQ ROMA SERVIS,Petra Borovičková,≤100,2
1201085733241671,Café Evropa,EUROPEUM Institute for European Policy,≤100,1
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100,1
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,≤100,5
126659427510627,Institut politologických studií FSV UK,Kateřina Krupičková,≤100,1
100515362077191,Sencito,"Sencito.com,s.r.o.",≤100,2
837256169624106,MS ODS Slaný,Ondrej Hradecký,≤100,1
104452639037483,Starostové a nezávislí Unhošť,Michal Turnhöfer,≤100,1
105998488267274,Robert Teleky,KDU-ČSL,≤100,1
915185168618361,N&N Czech-German magazine,"BLACK SWAN MEDIA, s.r.o",≤100,1
228361180513562,Deník E15,CZECH NEWS CENTER a. s.,≤100,3
105772351523190,Zuzana Kudláčková,Zuzana Kudláčková,≤100,1
101720818609240,Vlna pomoci,"Vlna pomoci, z. s.",≤100,1
102161328913584,3PK pro prosperující Českou Třebovou,3PK pro prosperující Českou Třebovou,≤100,1
110858965631193,Klimatická koalice,"Centrum pro dopravu a energetiku, z.s.",≤100,1
147547541961576,Council of the European Union,Council of the European Union,≤100,2
353349792067181,Institut Paměti národa Brno,Post Bellum,≤100,1
100202116270600,Jan Bartko - radní Prahy 3,Jan Bartko,≤100,1
562082887219456,Jan Stárek,Jan Stárek,≤100,1
275059263068658,Svatopluk Pěček - starosta Břeclavi,ANO Břeclav,≤100,1
139768309509688,Liberecký kraj,Liberecký kraj,≤100,1
107198458679133,Společně pro Opavu,ODS Opava,≤100,1
191487317696220,Vladimír Barák - novinář,Vladimír Barák,≤100,2
101852219172059,Rudenský LES,Martin Dobyáš,≤100,1
324253041382779,Xavier Cormier,These ads ran without a disclaimer,≤100,3
133030253410089,Jan Šafařík - náměstek hejtmana,Jan Šafařík,≤100,1
104424702373497,Rudolf Špoták - hejtman Plzeňského kraje,Rudolf Špoták,≤100,1
863550060408911,Živý Zlín,These ads ran without a disclaimer,≤100,1
100192602860755,События,These ads ran without a disclaimer,≤100,1
952005618247538,Martin Červíček,Martin Červíček,≤100,1
110285958334498,Svoboda a přímá demokracie - SPD Chomutov,Zdeněk Vaňkát,≤100,1
125957534920,Deník Sport,CZECH NEWS CENTER a. s.,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,16
2068226376787023,Piráti Praha 12,Česká pirátská strana,≤100,1
100441749442313,"David Procházka, zastupitel hl. m. Prahy",Prochazka David,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,2
1200081026672751,"Habitat Mesire Yerleri,Yedigöller",These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,2
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
105686442303512,CTGI,These ads ran without a disclaimer,≤100,1
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100,4
103023169261614,Expo Health Tourism,These ads ran without a disclaimer,≤100,1
