Location name,Amount spent (VND)
An Giang Province,195727
Bà Rịa–Vũng Tàu Province,202076
Bình Dương Province,430605
Bình Phước Province,98268
Bình Thuận Province,146398
Bình Định Province,235924
Bạc Liêu Province,87723
Bắc Giang Province,336859
Bắc Kạn Province,47373
Bắc Ninh Province,218276
Bến Tre Province,111060
Cao Bằng Province,66286
Cà Mau Province,125753
Cần Thơ,165146
Da Nang,269910
Gia Lai Province,186865
Haiphong,315675
Ho Chi Minh City,2658764
Hà Giang Province,49450
Hà Nam Province,130768
Hà Tĩnh Province,194327
Hòa Bình Province,133785
Hưng Yên Province,156826
Hải Dương Province,223293
Hậu Giang Province,87863
Khánh Hòa Province,192001
Kiên Giang Province,158353
Kon Tum Province,65636
Lai Châu Province,28441
Long An Province,199169
Lào Cai Province,69694
Lâm Đồng Province,170165
Lạng Sơn Province,95769
Nam Định Province,150540
Nghệ An Province,390462
Ninh Bình Province,72889
Ninh Thuận Province,56056
Phú Thọ Province,168572
Phú Yên Province,99005
Quảng Bình Province,102574
Quảng Nam Province,152664
Quảng Ngãi Province,109659
Quảng Ninh Province,211936
Quảng Trị Province,95623
Sóc Trăng Province,78505
Sơn La Province,85971
Thanh Hóa Province,386931
Thái Bình Province,137792
Thái Nguyên Province,238411
Thừa Thiên–Huế Province,185456
Tiền Giang Province,180026
Trà Vinh Province,75194
Tuyên Quang Province,145674
Tây Ninh Province,453534
Unknown,673
Vĩnh Long Province,127569
Vĩnh Phúc Province,171706
Yên Bái Province,91920
Điện Biên Province,59979
Đắk Lắk Province,172400
Đắk Nông Province,69560
Đồng Nai Province,442573
Đồng Tháp Province,130733
