Location name,Amount spent (MYR)
Johor,596
Kedah,388
Kelantan,220
Kuala Lumpur,623
Labuan,≤100
Malacca,171
Negeri Sembilan,180
Pahang,229
Penang,284
Perak,372
Perlis,≤100
Putrajaya,≤100
Sabah,198
Sarawak,172
Selangor,1341
Terengganu,314
Unknown,≤100
