Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
109637397268775,Nyugati Pályán,Splendidea Communications Kft,764185,19
120370174702378,Magyarország Kormánya,Magyarország Kormánya,451204,1
101581945499216,Budapest Beszél,Budapest Beszél,244468,2
178362315106,European Parliament,European Parliament,221818,13
191461774219575,hirado.hu,hirado.hu,149938,35
543788999005363,ORIGO,Mediaworks Hungary Zrt.,149079,17
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,113998,11
294815374340858,Donáth Anna,Momentum Mozgalom,102822,28
1122781531137859,Ellenszél,Ellenszél,102639,4
264517713636590,PestiSracok.hu,PestiSrácok.hu,64137,12
1534911313439123,Ripost,Ripost,56940,8
592204747588011,Momentum Mozgalom,Momentum Mozgalom,45307,4
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,43683,10
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,43569,7
116609705085092,BP18,BP18,42449,4
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,41466,8
594088897289853,Alapjogokért Központ,Alapjogokért Központ,40078,8
248172631940,Mandiner,Mediaworks Hungary Zrt.,39364,8
103535901965121,Európához Tartozunk Egyesület,Európához Tartozunk Egyesület,36032,3
537817739693723,Brain Bar,Brain Bar,33804,14
109414841321682,Magyar Falu Program,Magyar Falu Program,28560,1
1869511526651884,Zsigmond Barna Pál,Fidesz,24361,12
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,23956,3
1487569941539650,Tanítanék,Humán Platform,21494,1
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,21033,79
100905288315705,Jelen hetilap,Liberty Press Kft.,18450,21
851784814892644,Simicskó István,KDNP frakció,16956,2
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,16196,7
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,15851,3
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,15505,4
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,13965,2
113043410066839,Momentum Zala,Momentum Mozgalom,13478,2
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,13213,3
100401808007704,EzaLényeg.hu,EzaLényeg.hu,13069,20
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,12855,1
131283758531,HVG,HVG Kiadó ZRt.,12604,10
108346693873484,Győrffy Balázs,Balazs Gyorffy,11058,1
515151271987494,Debrecen városa,Debrecen Megyei Jogú Város Önkormányzata,11003,1
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",10745,1
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,10419,6
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,10411,32
447204268797621,RTL.hu,RTL.HU,10384,23
451844608304228,Metropol,Metropol,10252,5
345496092135627,Hír TV,Mediaworks Hungary Zrt.,10000,1
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,9917,6
1237616006358749,Kékes Online,Kékes Online,9344,10
103478164920832,Rubicon Intézet,Rubicon Intézet,9237,12
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,9059,2
101508528866981,Fehérvár a Miénk,Fehérvár a miénk,8493,1
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,8263,3
1215492498464496,Angyal Károly,Angyal Károly Tibor,8218,4
102426795954406,Nobilis Márton,Nobilis Márton,7975,13
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,7715,3
108248022589754,Bosch Magyarország,Bosch Magyarország,7427,5
76748198685,Budapest Pride,Budapest Pride,7243,10
581800425838191,Scruton,Scruton,7054,4
451084968283411,Klímainnovációs Közösség,PANNON Pro Innovációs Kft.,6870,1
221761091331222,Danube Institute,Danube Institute,6821,7
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,6474,1
