Location name,Amount spent (CZK)
Central Bohemian Region,11238
Hradec Králové Region,4694
Karlovy Vary Region,2359
Liberec Region,3650
Moravian-Silesian Region,9046
Olomouc Region,5041
Pardubice Region,4540
Plzeň Region,5010
Prague,27036
South Bohemian Region,6382
South Moravian Region,13034
Unknown,≤100
Vysočina Region,3799
Zlín Region,5124
Ústí nad Labem Region,6901
