Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,1297,1
459107311130639,Dr. Luther Harry,Dr. Luther Harry,410,6
459107311130639,Dr. Luther Harry,Dr. Luther Harry,410,6
486382251906084,Honduras El Pais,Diario El  Pais.hn,155,3
491553204198958,Revistazo.com,Revistazo.com,152,3
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,146,3
104599735671754,Goberna Honduras,Goberna Honduras,≤100,8
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,≤100,1
138641796219203,Aves Honduras - ASHO,Aves Honduras - ASHO,≤100,1
116430521327202,Luiza Garcia P,These ads ran without a disclaimer,≤100,2
104160088751744,auracastro.biz,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
127495242933,Pan American Development Foundation,These ads ran without a disclaimer,≤100,1
137704262972584,MobiHealthNews,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
