Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,250624
Apure,≤100
Aragua,1000624
Barinas,250312
Bolívar (state),250936
Capital District,2585035
Carabobo,2252495
Cojedes,250000
Delta Amacuro,17500
Falcón,188124
Guárico,250000
Lara,250312
Miranda (state),250000
Monagas,250000
Mérida,217813
Nueva Esparta,117500
Portuguesa,172812
Sucre,266692
Trujillo,1247
Táchira,367813
Vargas,165001
Yaracuy,160001
Zulia,1778528
