Location name,Amount spent (USD)
Alabama,16517
Alaska,3245
American Samoa,≤100
Arizona,37010
Arkansas,11009
California,154728
Colorado,24210
Connecticut,13045
Delaware,5523
Florida,85847
Georgia,41251
Guam,≤100
Hawaii,4213
Idaho,7137
Illinois,48940
Indiana,26770
Iowa,13969
Kansas,13039
Kentucky,21533
Louisiana,21303
Maine,15112
Maryland,26177
Massachusetts,24630
Michigan,48282
Minnesota,18747
Mississippi,15876
Missouri,23444
Montana,6066
Nebraska,9648
Nevada,14441
New Hampshire,7337
New Jersey,37729
New Mexico,8412
New York,85813
North Carolina,70282
North Dakota,3043
Northern Mariana Islands,≤100
Ohio,60762
Oklahoma,19441
Oregon,16480
Pennsylvania,69745
Puerto Rico,≤100
Rhode Island,3524
South Carolina,32595
South Dakota,2555
Tennessee,28887
Texas,114587
Unknown,1859
Utah,11966
Vermont,2177
Virgin Islands (U.S.),≤100
Virginia,34090
Washington,27363
"Washington, District of Columbia",11851
West Virginia,8644
Wisconsin,25530
Wyoming,2104
