Page ID,Page name,Disclaimer,Amount spent (XCD),Number of ads in Library
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100,3
102394101663244,Romance L i b r a r y,These ads ran without a disclaimer,≤100,1
97320092545,PAHO-WHO,These ads ran without a disclaimer,≤100,1
